fips,2020/01/01,2020/02/01,2020/03/01,2020/04/01,2020/05/01,2020/06/01,2020/07/01,2020/08/01,2020/09/01,2020/10/01,2020/11/01,2020/12/01,2021/01/01,2021/02/01,2021/03/01,2021/04/01,2021/05/01,2021/06/01,2021/07/01,2021/08/01,2021/09/01,2021/10/01,2021/11/01,2021/12/01,2022/01/01,2022/02/01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,0,0,0,5,2,8,9,1,4,5,12,7,21,23,8,8,3,3,1,4,22,8,9,3,6,7
1003,0,0,0,4,6,1,12,20,10,19,27,63,64,66,17,5,6,4,14,56,124,46,34,4,19,14
1005,0,0,0,1,0,0,4,2,0,2,2,21,8,10,4,1,4,0,1,4,6,5,4,1,3,3
1007,0,0,0,0,1,0,1,6,3,5,3,30,7,8,0,5,1,0,1,8,10,4,7,1,1,1
1009,0,0,0,0,1,0,2,8,4,10,15,23,37,22,4,6,4,0,0,6,16,18,14,6,9,5
1011,0,0,0,0,5,6,2,2,1,3,2,3,7,2,4,0,2,0,0,0,3,1,1,1,1,2
1013,0,0,0,1,17,9,9,0,3,0,1,3,15,6,0,3,1,0,1,3,15,7,4,1,6,3
1015,0,0,0,3,0,2,4,27,9,21,56,35,76,54,18,8,11,6,4,20,74,67,15,14,22,12
1017,0,0,4,18,5,3,11,2,2,5,3,13,13,29,8,6,1,2,2,2,10,5,2,5,1,1
1019,0,0,0,0,3,4,1,4,4,2,9,0,14,3,5,2,0,0,3,1,8,4,2,2,4,3
1021,0,0,0,1,0,2,3,7,18,3,6,17,25,21,8,2,4,1,1,3,26,18,6,3,10,2
1023,0,0,0,0,8,4,0,0,0,0,1,9,2,0,1,0,1,0,0,0,2,0,1,2,3,0
1025,0,0,0,1,1,4,4,6,3,1,2,6,14,12,8,0,1,0,2,5,12,3,2,2,1,4
1027,0,0,0,1,1,0,3,0,3,3,12,10,16,4,0,2,1,2,0,1,6,2,2,0,3,1
1029,0,0,0,1,0,0,0,4,1,4,5,2,8,10,2,0,1,2,2,1,7,5,0,0,3,2
1031,0,0,0,1,1,1,3,3,1,7,4,23,35,28,8,6,7,5,4,13,36,12,3,2,8,10
1033,0,0,0,2,0,3,6,11,4,6,10,18,45,12,7,7,3,3,2,11,33,16,7,6,5,4
1035,0,0,0,0,1,5,6,1,0,2,1,3,6,1,2,1,2,0,2,3,13,9,5,0,1,0
1037,0,0,0,1,0,0,1,1,0,0,1,3,12,4,1,4,1,0,0,2,4,7,5,1,3,2
1039,0,0,0,2,0,7,14,6,2,2,4,6,47,19,3,5,2,5,1,23,22,15,9,5,5,7
1041,0,0,0,0,4,0,1,23,8,0,0,6,13,6,2,0,0,0,1,3,10,2,4,2,3,2
1043,0,0,0,1,0,3,8,4,7,6,17,36,71,32,5,7,5,3,4,14,47,30,7,7,14,8
1045,0,0,0,0,0,0,18,21,6,8,4,9,35,9,2,3,3,1,0,18,40,12,5,2,10,6
1047,0,0,0,3,0,5,15,2,1,1,5,11,69,29,8,2,4,5,4,5,22,17,2,3,8,6
1049,0,0,0,2,0,2,7,5,5,10,7,25,77,38,4,6,3,2,2,18,35,20,4,9,12,9
1051,0,0,0,2,6,7,22,9,4,11,5,19,52,52,16,5,3,4,5,15,35,20,6,3,11,7
1053,0,0,0,1,1,3,13,7,3,7,0,3,14,24,2,1,2,3,3,8,33,11,9,5,4,1
1055,0,0,0,10,2,2,6,21,7,9,12,29,152,73,24,10,7,7,5,19,79,34,10,9,17,15
1057,0,0,0,0,0,1,4,1,6,4,2,3,20,19,3,3,0,1,2,1,7,9,3,1,0,1
1059,0,0,0,1,7,6,7,7,3,2,3,3,23,17,5,1,0,1,0,8,13,3,3,3,6,6
1061,0,0,0,0,0,0,1,3,2,2,1,12,32,18,4,0,6,1,2,8,30,8,8,1,5,4
1063,0,0,0,1,3,3,4,3,0,2,1,2,7,4,2,0,0,0,3,2,4,1,1,0,2,1
1065,0,0,0,3,7,11,6,3,0,2,1,2,21,14,5,2,3,0,1,3,5,2,2,2,4,1
1067,0,0,0,1,1,2,0,0,1,1,0,2,24,9,1,2,0,1,1,1,13,7,0,0,1,1
1069,0,0,0,5,1,2,8,5,4,14,3,27,145,52,11,9,5,5,4,24,70,25,14,7,16,9
1071,0,0,1,1,0,1,2,4,3,7,5,11,36,29,4,4,2,2,3,7,38,24,5,7,9,4
1073,0,0,0,46,56,41,83,78,51,34,116,198,432,248,87,51,23,32,22,63,145,154,43,24,56,42
1075,0,0,0,0,0,2,1,0,0,4,1,7,13,5,0,1,3,1,0,0,7,4,4,6,1,2
1077,0,0,1,3,0,3,5,14,10,9,11,16,86,55,8,18,8,6,3,4,25,13,10,12,18,12
1079,0,0,0,0,0,0,0,5,20,8,3,6,28,15,7,3,3,0,1,0,8,10,11,7,7,2
1081,0,0,2,28,4,4,6,11,10,5,2,10,53,25,13,3,5,4,5,12,31,21,14,7,16,5
1083,0,0,0,0,0,0,12,4,4,14,11,13,49,28,11,5,6,2,0,14,21,12,14,10,12,8
1085,0,0,0,1,11,8,6,0,1,2,0,3,8,10,2,0,1,1,1,0,5,4,1,0,0,1
1087,0,0,0,2,2,3,5,7,1,2,2,8,8,6,4,2,1,2,0,2,4,5,1,5,1,2
1089,0,0,1,3,0,3,23,27,25,23,48,34,113,170,35,18,17,14,7,20,90,62,18,33,43,28
1091,0,0,0,3,3,5,3,4,2,4,1,2,8,21,5,4,1,0,1,3,15,5,4,0,1,3
1093,0,0,0,6,5,1,12,4,1,2,6,7,31,21,4,2,2,3,1,3,13,4,4,2,6,1
1095,0,0,0,8,3,0,21,13,4,8,4,32,66,57,10,4,6,4,4,14,32,26,12,4,22,4
1097,0,0,1,56,61,23,55,69,34,25,42,144,105,114,67,12,11,24,25,167,227,92,31,13,65,49
1099,0,0,0,2,1,0,2,3,2,2,1,1,11,16,0,1,1,0,0,2,14,8,1,0,3,2
1101,0,0,1,7,34,57,47,18,24,25,26,40,94,131,53,33,17,15,13,12,45,65,27,15,16,19
1103,0,0,0,0,1,2,12,9,5,8,14,37,88,76,12,15,5,4,4,8,43,41,24,19,23,10
1105,0,0,0,0,0,0,3,2,1,0,0,4,11,3,0,0,0,1,1,0,9,2,0,1,0,1
1107,0,0,0,1,3,2,4,1,4,3,1,8,7,21,2,2,3,0,0,1,13,8,4,3,2,2
1109,0,0,0,0,0,5,2,1,3,3,0,9,18,30,2,2,0,1,1,5,15,8,1,2,7,1
1111,0,0,0,5,3,2,2,0,1,3,5,9,7,3,1,0,2,1,0,10,3,7,3,0,2,2
1113,0,0,0,0,0,0,1,1,1,0,0,3,13,12,7,3,2,2,1,8,5,5,3,2,2,6
1115,0,0,0,0,1,1,7,21,10,6,12,18,82,69,9,5,10,4,4,7,57,28,14,7,11,7
1117,0,0,0,12,8,4,9,16,5,20,7,27,57,56,18,13,5,2,2,19,46,38,8,12,16,7
1119,0,0,0,2,5,6,4,2,0,2,1,2,4,3,1,0,0,0,1,1,2,2,3,1,1,1
1121,0,0,0,2,3,2,6,6,10,8,16,22,44,46,4,9,5,5,3,6,54,38,15,8,12,11
1123,0,0,1,17,47,5,9,4,3,2,4,7,16,27,3,6,5,3,2,7,24,12,0,3,8,4
1125,0,0,0,2,14,23,25,37,20,27,10,64,86,108,23,15,8,7,1,21,68,63,25,14,32,11
1127,0,0,0,0,2,15,47,12,11,9,16,27,62,60,18,3,3,4,6,10,40,33,9,8,7,6
1129,0,0,0,1,5,1,4,4,0,0,7,5,3,8,3,1,0,0,0,4,6,3,0,0,2,0
1131,0,0,0,3,5,1,1,2,0,1,6,1,3,3,1,1,3,1,0,1,5,2,0,0,0,2
1133,0,0,0,0,1,3,7,1,2,1,10,4,15,21,4,1,1,0,1,6,18,6,7,2,4,1
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,0,0,2,2,0,2,5,6,14,15,18,51,21,13,9,10,3,2,7,29,61,58,61,27,39,11
2050,0,0,0,0,0,0,0,1,0,1,4,4,6,1,2,1,1,0,0,0,3,2,0,5,5,0
2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2070,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,2,2,1,0
2090,0,0,0,2,0,0,3,3,3,4,2,2,7,0,6,5,6,1,0,6,16,22,19,10,7,0
2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2110,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,3,2,1,3,0
2122,0,0,0,0,1,0,0,0,0,2,5,9,3,1,0,0,0,0,1,7,13,17,8,13,10,2
2130,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,2,2,2,2,1
2150,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,1,1,1,0,0
2158,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,3,1,0,0,0
2170,0,0,0,1,0,0,1,0,0,2,3,10,11,6,2,10,10,3,1,6,16,25,38,29,26,8
2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2
2185,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,2,1,1,0
2188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,2,0,2,0
2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0
2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0
2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,1,2,2,2,0
2261,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,4,2,3,3,1
2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2290,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0
2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0
2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4001,0,0,0,6,29,51,44,23,9,6,25,41,74,72,31,15,6,7,3,13,21,15,25,32,29,5
4003,0,0,0,0,4,5,41,14,11,2,4,51,97,40,15,4,5,5,5,8,22,18,44,77,42,19
4005,0,0,3,37,39,11,25,12,18,5,22,39,66,35,13,6,3,2,1,10,10,14,23,33,22,7
4007,0,0,0,0,2,3,24,15,10,17,20,43,54,26,8,9,3,2,6,14,12,20,17,25,30,8
4009,0,0,0,0,2,0,5,13,3,4,6,17,13,8,4,0,7,2,3,1,10,21,13,25,7,2
4011,0,0,0,0,0,1,1,0,0,0,1,1,2,4,0,0,0,0,0,2,3,1,6,5,3,0
4012,0,0,0,2,0,3,5,5,0,2,2,15,20,13,4,4,1,0,0,4,8,10,3,6,8,8
4013,0,0,8,137,288,340,1286,909,425,215,376,1143,2338,1657,500,224,196,210,183,324,675,792,559,893,1060,484
4015,0,0,0,10,34,41,64,57,22,9,28,84,175,124,45,25,24,18,41,53,88,67,61,132,104,46
4017,0,0,0,21,39,65,63,33,15,6,32,71,87,63,23,8,9,13,7,12,29,25,49,69,66,17
4019,0,0,6,74,107,94,188,112,53,21,51,373,676,476,135,44,24,22,29,40,142,104,167,255,287,98
4021,0,0,0,11,28,29,70,48,24,23,32,109,248,155,85,24,22,21,19,19,73,81,85,138,134,50
4023,0,0,0,0,0,23,30,6,6,3,4,29,52,20,5,3,2,0,2,3,6,3,6,10,6,4
4025,0,0,0,2,5,3,51,19,6,9,30,98,163,79,30,12,9,25,19,37,64,52,97,165,113,34
4027,0,0,0,1,14,79,161,67,25,14,34,123,179,99,24,14,8,10,5,8,41,18,19,60,71,34
4999,0,0,9,22,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5001,0,0,0,0,0,0,1,3,6,8,5,9,6,2,3,0,1,1,4,11,4,4,1,4,4,3
5003,0,0,0,0,0,1,2,3,3,2,4,6,6,6,4,1,1,1,2,2,3,8,0,6,1,1
5005,0,0,0,0,0,0,0,0,2,9,18,42,24,3,7,3,1,0,16,33,18,9,9,13,17,6
5007,0,0,0,0,2,16,20,14,41,32,38,104,84,40,27,8,5,4,15,73,64,30,25,55,39,19
5009,0,0,0,0,0,1,0,3,10,22,9,24,6,5,6,1,0,0,3,16,15,13,4,8,7,7
5011,0,0,0,1,0,1,1,2,3,0,0,4,18,2,2,0,0,1,0,3,1,4,0,1,1,0
5013,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,3,0,1,0,1,0,0
5015,0,0,0,0,1,4,1,1,3,7,6,7,9,1,3,1,1,0,5,8,8,7,1,5,6,0
5017,0,0,0,0,0,3,3,3,12,1,4,4,8,1,1,2,0,0,0,1,2,1,2,1,2,2
5019,0,0,0,0,0,0,0,3,1,2,6,10,13,3,3,1,0,0,0,5,7,7,3,5,5,4
5021,0,0,0,0,0,3,1,2,3,6,8,9,12,6,2,0,2,0,0,0,6,13,4,3,1,3
5023,0,0,2,2,0,0,1,2,2,6,8,15,21,9,8,2,1,0,0,7,8,4,3,5,7,4
5025,0,0,0,0,0,0,1,3,8,1,2,2,6,0,2,0,0,0,3,1,3,0,1,1,0,0
5027,0,0,0,0,2,1,3,9,3,3,3,17,10,4,3,1,0,1,2,2,5,7,1,2,0,0
5029,0,0,1,0,0,2,0,0,0,0,5,8,11,4,2,0,1,1,3,3,3,2,2,2,2,2
5031,0,0,0,1,0,6,5,5,8,26,33,55,30,12,6,4,4,4,4,20,23,11,5,8,18,9
5033,0,0,0,0,0,1,2,6,7,15,9,20,32,17,14,5,1,1,6,14,26,8,6,14,15,11
5035,0,0,0,5,2,3,5,17,12,7,4,16,11,10,5,1,1,1,1,11,13,48,10,9,7,9
5037,0,0,0,0,0,1,0,4,8,9,4,10,7,5,2,1,0,1,2,5,1,5,3,5,2,3
5039,0,0,0,0,0,0,0,2,3,1,0,5,1,0,3,0,0,1,1,1,0,1,0,1,2,1
5041,0,0,0,0,0,1,1,3,1,1,1,3,6,4,3,0,0,0,0,1,5,4,0,2,1,2
5043,0,0,0,1,0,0,1,3,2,0,0,12,12,4,4,4,2,0,4,4,2,0,0,1,2,0
5045,0,0,0,1,1,0,2,4,11,18,19,36,43,20,8,5,1,4,9,16,25,8,5,12,28,7
5047,0,0,0,0,0,0,2,0,0,1,11,12,6,7,2,0,1,0,1,6,7,1,3,3,5,3
5049,0,0,0,0,0,0,0,0,4,6,2,24,6,5,1,0,0,0,1,3,4,8,4,11,3,1
5051,0,0,0,0,1,0,6,22,24,15,38,48,53,27,24,4,2,3,10,55,41,27,3,25,16,8
5053,0,0,0,0,0,0,0,1,1,2,2,6,16,4,1,0,1,3,2,6,3,4,0,2,1,2
5055,0,0,0,0,0,0,1,3,6,10,7,24,14,10,4,0,2,1,2,17,16,9,3,8,8,11
5057,0,0,0,1,0,0,1,1,1,1,3,3,3,4,2,1,0,0,0,1,4,14,2,8,3,0
5059,0,0,0,0,0,0,8,13,7,11,5,13,7,6,4,3,2,3,4,19,5,2,3,5,2,1
5061,0,0,0,1,0,1,1,4,7,2,1,3,3,3,1,1,0,0,0,3,2,6,2,0,2,4
5063,0,0,0,0,0,0,0,6,15,36,14,22,20,8,4,3,1,0,5,13,10,8,2,10,12,4
5065,0,0,0,0,0,1,0,0,0,2,4,7,23,4,0,0,1,0,3,6,4,2,0,2,5,1
5067,0,0,0,0,0,0,1,0,0,5,2,14,10,1,6,0,0,0,0,3,1,1,3,1,2,4
5069,0,0,0,13,11,3,9,13,29,24,9,16,21,19,5,3,1,3,14,19,21,6,2,7,11,4
5071,0,0,0,0,0,0,0,4,3,3,3,9,8,3,7,1,0,0,1,9,8,3,1,5,2,1
5073,0,0,0,1,0,0,1,0,0,1,0,1,3,1,1,0,0,0,1,1,1,15,1,0,0,0
5075,0,0,0,2,3,4,0,2,2,8,9,6,6,0,2,0,0,0,0,2,7,5,5,1,2,2
5077,0,0,0,1,0,1,5,5,7,0,0,7,5,4,0,0,1,2,1,2,5,4,2,3,0,1
5079,0,0,0,0,9,2,0,2,2,3,0,6,14,6,4,0,0,0,1,6,0,2,0,1,2,0
5081,0,0,0,0,0,0,1,13,12,12,3,1,1,1,1,2,0,1,0,1,1,29,7,3,1,0
5083,0,0,0,0,1,0,0,1,0,4,1,5,6,1,4,0,2,0,0,8,3,12,7,3,5,1
5085,0,0,0,0,0,0,1,2,13,14,25,25,24,8,11,3,2,5,12,22,15,6,1,5,18,10
5087,0,0,0,0,0,0,1,1,1,4,2,4,6,5,1,1,0,0,4,5,3,5,0,4,3,6
5089,0,0,0,0,0,0,0,0,0,2,4,18,3,3,1,0,0,0,3,16,6,2,5,9,5,2
5091,0,0,0,1,0,1,2,4,3,10,1,3,4,5,5,1,1,0,0,2,5,77,23,9,5,0
5093,0,0,0,0,2,1,6,12,30,18,12,13,11,7,1,1,2,1,2,7,11,9,12,8,10,7
5095,0,0,0,0,0,0,0,0,0,2,2,3,7,3,3,0,0,1,1,2,0,3,1,1,2,0
5097,0,0,0,0,0,0,0,3,3,1,2,8,9,2,3,1,0,0,0,1,6,5,1,7,0,0
5099,0,0,0,0,0,3,6,3,1,1,0,6,3,1,1,0,0,0,2,3,1,9,1,2,1,1
5101,0,0,0,0,0,0,0,12,4,2,2,2,1,0,0,0,0,0,1,2,5,3,2,5,1,0
5103,0,0,0,0,0,0,1,3,2,3,3,15,18,6,9,1,2,0,2,3,7,10,1,5,1,1
5105,0,0,0,0,0,0,0,1,0,1,3,1,2,2,1,0,0,1,2,1,7,1,1,4,1,3
5107,0,0,0,1,0,2,3,3,3,4,1,8,6,4,4,1,5,1,2,12,11,8,1,3,3,1
5109,0,0,0,0,0,0,1,0,2,0,2,7,9,3,0,0,0,1,0,6,6,0,2,2,0,0
5111,0,0,0,1,1,1,0,3,8,8,22,19,10,4,4,1,0,0,5,10,4,4,2,4,3,1
5113,0,0,0,0,0,1,1,3,1,1,5,32,14,9,6,2,2,0,0,14,10,12,2,14,4,3
5115,0,0,0,0,1,2,6,7,17,5,6,15,28,16,8,2,2,2,4,18,17,9,2,7,6,10
5117,0,0,0,0,0,0,0,0,2,2,4,8,5,3,0,1,0,1,1,4,1,2,0,2,2,3
5119,0,0,3,15,17,24,19,29,47,63,60,114,118,75,67,25,12,17,35,93,75,35,28,31,63,32
5121,0,0,0,0,0,1,1,10,10,3,8,11,4,4,3,0,0,1,0,2,1,7,6,4,5,0
5123,0,0,0,0,1,1,0,1,2,4,5,5,12,5,5,1,2,0,2,6,7,8,2,4,2,4
5125,0,0,0,1,0,1,2,8,11,10,24,48,44,16,12,1,5,2,11,26,25,10,5,13,20,8
5127,0,0,0,0,0,0,0,0,1,0,2,8,3,0,0,0,0,0,2,3,6,4,2,2,2,2
5129,0,0,0,0,0,0,0,0,1,0,0,10,3,1,1,2,1,0,1,1,4,0,1,5,7,3
5131,0,0,0,0,0,5,9,19,28,36,28,37,74,28,18,3,9,4,6,16,41,33,16,21,18,24
5133,0,0,0,1,1,5,3,2,6,1,2,2,5,4,0,0,0,0,0,7,3,18,8,2,0,1
5135,0,0,0,0,2,2,1,0,0,4,5,17,14,5,0,0,2,0,5,6,5,6,4,7,7,6
5137,0,0,0,0,0,0,1,1,12,7,4,2,2,1,1,1,0,1,1,5,3,3,2,3,2,3
5139,0,0,0,0,8,5,3,6,20,10,9,14,19,10,10,4,1,0,2,2,10,10,6,9,8,0
5141,0,0,1,1,0,0,0,0,1,0,1,4,5,5,3,2,0,1,2,8,3,5,2,1,3,4
5143,0,0,0,3,4,24,15,21,53,35,24,45,85,23,14,3,6,5,10,42,46,27,14,17,25,22
5145,0,0,0,1,0,0,1,8,18,4,19,18,20,20,10,2,2,4,10,26,23,16,10,5,15,10
5147,0,0,0,0,0,0,0,0,0,0,1,1,4,5,3,1,1,0,0,4,5,1,0,0,0,0
5149,0,0,0,0,1,2,11,9,6,2,3,8,19,6,1,1,1,1,0,3,7,2,3,8,7,3
5999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6001,0,0,7,56,40,32,47,76,155,75,49,145,343,262,194,73,199,43,17,31,36,90,86,41,85,71
6003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,0,0,0,0,0,0,0,14,3,0,0,8,9,8,4,2,0,0,1,5,8,3,2,4,3,3
6007,0,0,0,0,0,2,5,16,22,8,7,36,42,22,34,3,5,5,4,10,30,35,38,27,18,5
6009,0,0,0,0,0,0,1,1,12,7,1,0,1,24,5,3,4,0,2,4,11,11,8,5,3,5
6011,0,0,0,0,0,0,4,2,0,0,0,1,2,3,3,0,2,0,0,2,0,1,2,2,0,0
6013,0,0,3,24,10,39,36,56,34,37,16,74,194,153,91,29,24,18,17,38,58,95,22,28,34,32
6015,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,1,0,0,15,16,3,0,1,0,1
6017,0,0,0,0,0,0,1,1,2,0,0,18,57,21,8,6,3,4,3,6,14,19,14,6,12,2
6019,0,0,0,7,28,38,65,125,127,53,38,165,491,306,166,58,43,22,24,48,169,174,123,126,90,40
6021,0,0,0,0,0,0,1,2,0,0,5,6,9,0,3,0,0,1,0,1,9,8,6,3,1,3
6023,0,0,0,0,3,1,0,0,4,2,0,13,8,3,5,2,5,7,3,23,23,15,7,3,8,5
6025,0,0,0,11,18,66,117,83,26,18,18,64,112,60,120,9,16,7,4,7,7,9,7,27,48,9
6027,0,0,0,2,0,0,0,7,3,0,1,4,9,8,0,3,0,0,0,1,0,2,5,3,1,2
6029,0,0,1,6,31,32,70,146,84,54,24,64,112,227,408,100,36,18,18,40,72,125,135,114,94,39
6031,0,0,0,1,4,25,26,16,5,3,5,23,64,46,22,5,0,0,4,14,37,39,29,24,14,17
6033,0,0,0,0,0,0,1,3,7,6,3,5,9,9,2,0,2,11,10,9,24,3,4,7,2,6
6035,0,0,0,0,0,0,0,0,0,1,1,7,7,3,6,0,0,2,2,6,11,12,7,3,0,3
6037,0,0,54,1057,1251,1007,1252,1163,792,495,584,2690,6425,4665,1710,764,465,146,193,593,822,531,529,471,1326,727
6039,0,0,1,1,0,3,25,24,11,11,9,32,58,34,25,6,4,1,4,5,19,18,24,13,20,10
6041,0,0,4,9,1,4,46,32,24,10,2,10,33,25,30,9,2,4,7,5,2,5,2,0,4,2
6043,0,0,0,0,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,3,3,4,1,0,1,1
6045,0,0,0,0,0,0,9,8,4,2,2,3,12,5,3,2,1,1,2,12,20,4,9,8,8,8
6047,0,0,0,3,4,4,39,67,25,11,25,79,90,47,39,18,15,12,4,24,48,35,79,28,46,18
6049,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,2,0,1,1,1,1,0,0
6051,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,2,0,1,0
6053,0,0,2,3,5,5,11,32,15,23,26,70,92,43,14,40,6,100,32,14,32,26,32,17,20,10
6055,0,0,1,1,1,1,4,5,0,3,1,11,26,15,9,5,1,1,1,6,9,5,4,4,7,8
6057,0,0,0,1,0,0,0,4,2,2,0,41,25,0,15,1,0,0,0,12,2,4,14,5,2,5
6059,0,0,7,38,102,193,279,362,288,215,94,298,1187,855,827,213,108,60,21,81,207,163,130,165,210,208
6061,0,0,2,6,1,2,4,18,15,11,11,55,74,33,43,15,8,3,7,20,54,57,36,19,37,30
6063,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,1,0,3,1,7,0,1
6065,0,0,13,136,190,118,238,324,207,93,123,543,1106,676,548,259,35,29,27,69,263,200,253,139,283,164
6067,0,0,7,36,14,12,65,160,127,80,81,276,382,233,131,60,44,36,38,142,258,145,117,104,130,125
6069,0,0,1,1,0,0,2,4,3,4,1,13,23,7,2,2,0,0,0,1,5,2,6,2,11,1
6071,0,0,6,87,111,49,156,307,239,123,51,316,394,1035,1469,270,150,182,306,109,199,239,190,90,251,33
6073,0,0,9,141,172,53,196,121,137,108,129,537,1085,684,252,145,59,24,18,87,181,147,122,134,196,167
6075,0,0,6,19,17,8,9,24,21,43,12,26,138,98,60,64,14,9,6,19,48,33,8,15,33,20
6077,0,0,8,17,10,15,116,160,114,38,19,142,202,248,200,46,73,25,18,71,126,114,69,65,94,21
6079,0,0,0,1,0,0,14,6,11,1,6,44,86,59,29,4,0,0,4,19,40,19,22,2,29,16
6081,0,0,10,40,34,24,11,12,19,11,9,57,155,133,32,17,9,129,7,7,17,13,4,7,19,10
6083,0,0,0,8,4,17,32,33,21,14,8,24,131,120,30,8,12,5,10,14,25,21,21,19,43,23
6085,0,0,31,81,30,15,35,54,78,84,70,233,705,363,166,126,75,58,12,110,72,46,40,60,80,75
6087,0,0,1,1,2,1,1,3,5,14,2,55,65,35,21,5,5,2,0,4,4,8,4,4,12,0
6089,0,0,1,3,0,2,4,3,8,11,16,30,64,21,28,13,9,5,6,12,45,65,80,36,35,11
6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6093,0,0,0,0,0,0,0,0,0,0,3,8,2,1,2,5,12,5,2,1,13,11,5,10,6,5
6095,0,0,0,5,17,2,13,10,24,5,5,17,24,42,68,16,9,12,5,31,33,26,12,22,42,8
6097,0,0,1,1,3,3,29,44,42,14,21,35,68,38,13,8,4,2,12,23,33,20,6,6,27,10
6099,0,0,0,13,16,14,62,154,101,39,25,190,212,118,54,43,23,9,20,47,141,74,60,56,59,108
6101,0,0,0,2,0,1,3,4,1,1,5,35,34,11,9,4,3,3,13,9,20,23,8,8,17,7
6103,0,0,0,2,0,0,0,0,4,4,16,11,11,5,23,1,10,0,3,5,18,26,16,9,6,4
6105,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,7,1,6,0,1,1
6107,0,0,1,39,44,42,52,55,30,30,19,94,182,170,58,20,8,4,3,18,40,91,101,68,88,25
6109,0,0,0,0,0,0,2,0,2,2,2,13,28,10,3,3,3,4,2,16,14,18,20,7,13,3
6111,0,0,5,13,15,13,30,40,36,14,17,80,335,246,137,28,14,11,12,42,66,28,16,21,81,48
6113,0,0,1,15,8,0,17,11,3,5,18,35,38,36,14,7,8,3,2,16,8,11,7,13,5,6
6115,0,0,0,3,0,0,3,2,3,2,0,10,12,6,5,3,5,3,1,7,13,16,7,10,6,5
6999,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8001,0,0,2,61,57,35,16,27,30,36,73,193,80,19,14,58,37,17,14,29,48,48,84,121,123,44
8003,0,0,0,2,0,1,6,0,0,0,4,12,4,0,2,2,3,3,3,1,3,3,4,8,2,0
8005,0,0,9,135,166,40,19,9,5,31,52,137,67,38,21,55,37,19,17,7,41,48,58,78,97,30
