fips,2020/01/01,2020/02/01,2020/03/01,2020/04/01,2020/05/01,2020/06/01,2020/07/01,2020/08/01,2020/09/01,2020/10/01,2020/11/01,2020/12/01,2021/01/01,2021/02/01,2021/03/01,2021/04/01,2021/05/01,2021/06/01,2021/07/01,2021/08/01,2021/09/01,2021/10/01,2021/11/01,2021/12/01,2022/01/01,2022/02/01
13285,0,0,20,130,169,1066,744,408,228,657,467,1068,1502,490,271,184,136,53,457,1533,871,204,130,1231,2792,247
13287,0,0,4,65,51,59,55,55,29,79,61,210,250,57,21,28,23,14,51,378,179,46,34,117,572,68
13289,0,0,2,7,9,11,68,77,32,31,38,151,160,87,47,14,23,8,37,186,103,26,26,74,280,47
13291,0,0,0,33,16,25,124,283,298,142,174,331,465,174,81,68,45,43,62,577,488,78,66,194,681,232
13293,0,0,5,212,64,75,116,222,138,484,245,670,818,206,125,105,50,27,96,1015,681,102,63,494,1422,210
13295,0,0,1,61,91,183,221,468,544,385,714,1428,1526,1052,375,388,257,128,273,1258,1235,508,403,838,2775,578
13297,0,0,9,114,140,134,490,558,370,824,699,2259,2820,1015,866,351,177,63,313,1896,1609,413,342,1667,4161,430
13299,0,0,10,111,107,196,629,285,169,710,274,655,1014,320,132,96,105,52,227,1399,655,239,93,132,1391,298
13301,0,0,3,9,6,5,32,65,35,37,28,70,180,35,12,16,19,7,19,83,91,20,13,38,202,20
13303,0,0,4,39,35,32,295,215,65,188,296,294,458,176,43,28,38,21,36,611,408,65,32,102,817,97
13305,0,0,0,13,7,51,489,393,183,251,267,441,885,319,141,101,57,28,119,1242,754,105,35,136,1199,336
13307,0,0,1,10,3,9,15,6,6,13,7,25,33,14,7,4,1,0,9,35,45,29,10,24,123,7
13309,0,0,1,3,12,38,36,66,179,83,13,61,104,35,4,11,5,4,49,175,82,28,18,31,141,217
13311,0,0,3,58,43,41,150,214,331,185,295,768,705,239,56,70,39,21,96,717,630,119,109,208,1320,221
13313,0,0,10,98,269,727,1900,928,615,1008,2098,3928,3260,878,512,374,199,87,264,2395,2122,824,363,1210,7795,859
13315,0,0,1,91,25,17,36,63,27,74,54,214,135,72,29,9,5,8,31,261,104,37,11,65,448,127
13317,0,0,2,23,8,23,120,49,43,64,129,176,294,102,35,8,23,22,20,120,235,61,29,66,489,80
13319,0,0,1,34,39,10,97,124,54,44,58,184,186,74,36,15,14,9,36,330,159,37,22,72,498,98
13321,0,0,28,125,66,104,104,82,44,137,71,392,483,76,41,58,24,6,67,744,351,120,40,151,1141,175
13999,0,0,240,2180,3154,3544,1849,999,350,685,616,1516,1512,190,124,102,81,39,127,1107,704,295,76,1358,47588,58
15001,0,0,15,58,11,6,30,249,375,546,327,296,283,84,242,231,202,316,786,3583,2372,1091,608,1412,10349,1334
15003,0,0,157,242,25,231,1103,5936,3573,1949,2227,2594,3064,1085,1280,2000,1664,747,2847,14043,10334,2810,1662,20514,73468,6424
15005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15007,0,0,12,9,0,18,9,10,3,6,52,32,34,6,11,53,76,43,187,742,965,393,465,856,5854,886
15009,0,0,25,92,6,5,48,166,158,152,195,530,946,513,775,706,327,253,432,2342,1760,508,439,2034,15002,1245
15999,0,0,24,10,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16001,0,0,195,486,132,1357,5665,3342,1953,4197,8495,12596,5879,2232,2490,2405,1190,747,1741,5547,10335,10074,4121,3822,15703,7456
16003,0,0,1,2,0,8,7,7,4,37,47,152,49,21,6,3,2,2,15,32,66,74,23,19,72,23
16005,0,0,5,7,20,71,266,316,558,1482,1716,1872,927,524,510,299,127,53,192,808,1931,1470,816,472,4599,940
16007,0,0,0,0,0,1,11,25,11,31,113,84,55,21,20,15,12,4,28,46,125,102,28,44,112,28
16009,0,0,0,0,9,15,29,63,36,33,93,158,101,76,40,24,27,70,27,85,173,117,334,263,106,78
16011,0,0,2,2,3,33,193,251,585,618,1103,872,408,206,417,143,46,12,59,292,845,756,373,197,1912,274
16013,0,0,192,306,15,24,35,38,81,226,382,269,384,216,105,97,25,13,43,119,231,243,149,356,1325,148
16015,0,0,0,0,0,4,34,23,11,18,58,101,48,15,15,32,12,14,31,62,140,173,33,21,128,42
16017,0,0,1,3,2,26,115,78,127,173,474,971,723,281,126,117,85,83,87,434,730,1048,769,281,885,510
16019,0,0,2,28,20,68,570,1135,1059,1890,2805,2640,1073,695,1946,710,164,63,245,788,1998,1916,1465,951,7119,803
16021,0,0,0,0,0,1,35,9,15,145,155,211,160,91,23,19,11,24,14,90,171,353,177,42,141,80
16023,0,0,0,0,0,0,0,20,22,65,22,38,23,15,6,4,2,1,1,27,58,58,32,3,66,15
16025,0,0,1,0,0,0,0,3,32,5,13,4,10,4,2,0,1,0,1,4,18,11,2,1,15,6
16027,0,0,54,202,48,553,3850,2503,1086,1923,5221,5049,2808,816,892,854,670,528,700,3396,4750,5572,1328,1684,7939,3189
16029,0,0,0,1,0,15,14,14,91,172,136,88,76,16,33,33,12,12,8,57,120,98,53,37,308,61
16031,0,0,1,12,50,177,225,117,187,693,706,361,222,97,41,34,14,25,48,174,340,338,103,91,207,213
16033,0,0,0,0,0,0,3,19,14,5,8,5,1,0,3,3,0,0,0,1,13,10,6,4,11,3
16035,0,0,0,0,0,1,14,7,32,97,392,289,150,27,29,16,25,16,14,235,214,66,67,79,350,54
16037,0,0,2,0,0,3,2,29,34,30,51,57,24,5,11,4,9,2,5,13,66,33,30,13,78,21
16039,0,0,3,30,1,29,137,84,93,203,345,446,155,89,163,203,90,63,90,416,910,585,236,142,780,579
16041,0,0,0,0,2,25,24,11,95,240,314,220,103,56,74,30,19,26,32,71,136,130,141,88,339,108
16043,0,0,1,1,2,3,38,71,110,278,225,149,78,60,74,43,11,7,34,83,143,102,125,122,428,28
16045,0,0,4,9,4,10,124,60,133,106,519,429,225,54,34,21,56,33,65,244,317,318,97,78,278,185
16047,0,0,0,12,38,15,66,100,72,328,313,194,91,33,18,14,18,21,33,233,446,225,80,68,176,82
16049,0,0,1,2,0,1,25,13,167,174,395,271,116,19,12,20,74,74,40,240,232,258,186,81,396,81
16051,0,0,3,2,2,12,113,221,276,414,508,505,196,184,369,161,40,13,66,198,379,462,301,176,1140,118
16053,0,0,2,52,118,68,175,187,189,399,686,320,206,83,36,52,40,24,62,409,703,439,116,117,348,174
16055,0,0,30,33,6,193,1277,649,505,1600,3082,5130,3054,896,556,579,778,524,682,2117,3498,3660,1872,1362,3683,1853
16057,0,0,0,5,2,13,61,161,294,446,715,458,347,229,188,183,96,23,56,340,530,410,173,157,1342,241
16059,0,0,0,1,0,1,10,59,41,174,148,38,13,20,22,8,9,2,13,70,119,109,108,64,181,32
16061,0,0,0,0,0,0,1,9,26,51,120,138,26,11,7,6,21,26,16,105,133,83,58,26,191,57
16063,0,0,2,25,6,3,16,19,27,144,120,78,43,9,10,7,10,2,2,35,78,61,58,37,80,34
16065,0,0,4,8,12,14,96,112,650,1860,1485,1012,614,475,530,285,128,66,120,298,378,489,421,285,2823,241
16067,0,0,1,10,41,135,235,133,175,532,505,301,167,45,36,22,8,16,48,171,338,248,86,65,220,106
16069,0,0,9,51,22,14,34,168,162,464,1343,760,262,69,121,106,93,77,143,858,943,436,242,235,1511,355
16071,0,0,0,0,0,2,8,13,6,36,77,110,61,18,18,9,10,5,13,27,56,81,42,23,139,30
16073,0,0,1,7,2,35,192,77,30,71,293,189,85,37,34,20,20,13,21,99,229,213,50,51,236,103
16075,0,0,1,13,7,80,221,349,241,258,468,425,250,63,76,83,48,47,38,301,545,576,134,103,519,290
16077,0,0,0,2,4,12,34,82,151,100,96,76,53,27,24,5,5,5,13,69,137,167,56,31,271,50
16079,0,0,0,0,0,0,67,130,18,74,226,327,124,38,45,44,55,51,105,186,237,267,131,89,191,110
16081,0,0,2,7,2,6,40,72,62,118,255,163,274,77,85,52,18,5,19,111,155,135,76,143,721,62
16083,0,0,6,175,243,176,600,486,700,1931,2482,1055,804,257,132,301,222,135,482,1689,2408,1549,583,507,1871,727
16085,0,0,2,1,0,12,33,38,46,30,124,245,238,60,35,9,13,29,39,165,212,195,82,72,614,161
16087,0,0,0,2,37,64,81,95,95,109,288,226,161,21,25,16,16,13,4,131,304,194,42,36,152,102
16999,0,0,1,0,0,195,0,0,26,842,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0
17001,0,0,2,43,5,46,313,379,420,1093,2682,1946,1215,341,90,273,291,192,948,1883,1215,470,1080,1858,4929,569
17003,0,0,0,3,5,15,13,9,41,62,114,81,74,33,8,8,6,6,21,115,75,69,48,88,322,43
17005,0,0,2,4,8,1,37,96,198,190,518,504,254,102,34,78,67,7,49,174,162,117,138,319,1080,116
17007,0,0,0,98,346,136,137,149,289,885,1924,1108,650,186,191,456,222,56,120,315,422,326,691,1295,3073,347
17009,0,0,0,0,11,0,3,9,50,54,201,129,191,22,18,18,29,27,63,170,53,38,39,103,1081,46
17011,0,0,1,10,6,14,94,249,301,304,1159,668,305,189,114,191,141,28,74,179,258,172,395,835,2126,218
17013,0,0,0,1,0,0,6,21,37,14,181,135,72,25,27,11,4,14,13,56,51,51,89,195,498,18
17015,0,0,2,7,8,9,25,93,107,253,583,260,169,74,66,89,43,13,270,84,143,99,259,362,864,211
17017,0,0,0,35,47,62,63,110,106,70,493,620,240,56,42,47,46,24,76,188,254,122,87,363,1294,113
17019,0,0,26,104,510,226,620,976,2356,1662,4321,2933,2496,1840,880,1244,704,171,552,2444,2097,1072,2563,7648,20759,2226
17021,0,0,19,17,8,8,59,131,333,323,1015,697,519,186,106,185,206,42,131,423,630,408,373,962,2742,247
17023,0,0,1,4,7,4,53,51,68,145,477,397,349,96,37,57,50,25,63,270,395,119,268,322,1211,200
17025,0,0,0,2,1,1,10,68,79,176,509,354,176,55,28,23,15,17,59,444,467,150,265,515,1065,170
17027,0,0,7,99,81,51,91,385,507,655,1460,1148,833,253,106,61,47,19,147,558,383,285,283,815,3121,263
17029,0,0,0,22,106,37,199,609,534,603,1216,934,595,300,233,204,106,44,108,701,960,464,621,1100,4733,410
17031,2,1,4493,32017,41412,12611,14957,21084,18885,40943,119964,87283,59982,20763,23488,36577,19254,3285,7090,27959,27526,21692,36079,144125,259312,17008
17033,0,0,1,11,3,8,12,50,388,211,446,457,313,114,57,41,34,10,66,530,424,197,173,340,1917,231
17035,0,0,1,2,7,1,38,94,79,94,308,310,179,64,76,22,12,5,11,172,340,94,155,275,842,110
17037,0,0,9,86,325,146,262,324,522,1046,2373,1667,1174,467,428,1048,363,122,164,669,891,497,1118,2283,5850,741
17039,0,0,0,5,1,2,21,22,87,153,346,287,293,72,48,110,127,13,42,189,191,112,292,539,1229,84
17041,0,0,3,11,17,24,51,120,98,469,582,473,253,324,75,52,41,9,47,205,265,192,209,625,2056,151
17043,0,0,356,2725,4492,1319,2152,3348,2790,6673,20750,16359,10649,4311,4913,6619,2997,691,1409,5337,5481,4483,8081,24950,54772,4567
17045,0,0,0,0,1,9,24,62,34,53,650,524,158,37,92,46,70,26,37,212,396,217,263,579,1350,189
17047,0,0,0,0,2,0,10,28,30,48,113,170,95,33,18,26,11,10,58,199,155,53,90,121,441,54
17049,0,0,0,7,3,7,69,453,343,402,1516,1059,543,101,89,121,53,25,68,394,1077,407,464,766,2246,248
17051,0,0,1,14,5,2,31,116,268,283,1002,942,340,53,35,53,51,31,49,262,607,227,282,509,1619,181
17053,0,0,1,10,11,12,17,37,44,109,543,467,209,148,56,96,109,50,62,217,199,120,168,447,1112,112
17055,0,0,2,7,6,2,103,227,209,529,996,1285,594,153,120,114,146,42,375,1129,1002,310,327,864,3089,381
17057,0,0,0,5,9,5,12,63,105,432,863,857,349,161,448,481,257,23,70,369,494,332,296,1101,2775,266
17059,0,0,0,2,0,0,40,21,13,38,80,137,80,27,15,7,5,8,45,139,118,26,27,93,337,87
17061,0,0,0,4,2,4,9,99,120,95,500,286,203,66,25,31,21,12,102,283,178,47,110,405,900,68
17063,0,0,4,31,65,64,109,212,206,399,1727,1046,814,447,292,340,206,41,80,508,547,351,710,1546,2434,186
17065,0,0,0,2,1,3,14,28,29,70,244,214,150,37,22,22,15,7,74,179,211,45,61,130,511,68
17067,0,0,0,6,12,1,10,110,96,117,619,352,275,81,33,41,49,35,126,343,348,122,277,338,733,156
17069,0,0,0,1,0,0,16,2,22,19,98,61,102,26,16,22,7,2,6,117,53,52,50,89,244,29
17071,0,0,0,4,5,0,1,36,26,65,154,109,79,23,22,4,9,3,5,56,91,36,95,75,197,34
17073,0,0,2,43,26,18,110,271,214,200,1849,964,487,150,178,352,200,22,92,462,726,343,602,1308,3317,366
17075,0,0,2,25,105,26,84,65,71,171,1180,604,349,102,75,99,143,70,152,317,433,222,354,784,1433,149
17077,0,0,4,103,180,46,284,313,330,356,1074,916,695,213,137,196,141,45,395,1309,1027,293,250,1093,5066,524
17079,0,0,0,46,5,1,5,82,84,69,356,242,183,33,22,17,8,12,3,167,222,64,106,219,607,79
17081,0,0,0,86,24,8,71,282,184,333,935,1018,789,263,95,144,196,38,257,757,747,423,327,579,2778,410
17083,0,0,0,12,12,13,27,214,122,87,813,674,384,140,63,116,35,16,80,266,213,124,311,590,1691,110
17085,0,0,1,13,20,11,70,66,99,281,529,305,163,55,77,110,34,6,10,103,149,108,381,310,861,134
17087,0,0,0,4,4,12,37,64,47,229,332,258,317,51,25,42,54,18,85,354,269,146,121,263,1191,312
17089,0,0,128,1398,4882,1342,1398,2092,2097,4693,13563,9556,6732,2503,2140,4170,1934,363,658,3194,3196,2544,4417,12733,32839,3512
17091,0,0,47,277,819,201,383,562,492,861,5007,2028,1161,618,515,834,597,156,167,912,1447,977,1391,3043,5326,409
17093,0,0,19,247,532,210,314,371,427,793,3376,2378,1611,926,701,1172,599,108,195,768,1633,768,1030,3537,7031,783
17095,0,0,1,45,55,30,111,211,246,714,1422,1219,727,225,119,313,167,45,83,405,721,567,459,943,3111,279
17097,0,0,389,3120,4864,1346,2136,2750,2566,4648,15777,10704,7658,3559,2555,3707,2122,353,881,4317,4327,3078,5800,14397,39000,4094
17099,0,0,5,48,103,64,264,776,502,894,3509,2202,1725,710,485,892,535,86,192,732,941,513,920,3015,8268,687
17101,0,0,0,3,3,3,34,98,127,99,720,903,239,74,76,30,13,4,49,275,407,244,113,394,1282,211
17103,0,0,0,25,59,17,39,107,151,446,1179,669,507,142,362,365,117,8,52,143,259,201,255,834,2308,272
17105,0,0,3,18,15,13,43,109,215,322,1538,872,792,266,214,308,158,32,45,308,504,248,296,992,2896,215
17107,0,0,0,8,4,5,66,184,208,176,1091,969,513,92,158,309,175,53,105,459,261,164,273,966,2785,204
17109,0,0,0,18,70,20,25,83,288,329,781,373,254,96,100,305,163,45,146,298,236,172,269,682,1904,273
17111,0,0,63,558,891,466,902,978,821,2421,6712,4689,3637,1550,1174,2342,1108,159,467,1876,1968,1787,3771,7663,23128,3476
17113,0,0,19,76,125,41,276,1252,1537,1020,4032,3018,2252,728,988,1911,834,87,371,1620,1736,1014,1754,4991,16459,1491
17115,0,0,2,107,89,39,203,508,694,1919,3047,1357,1158,340,422,615,439,85,201,1676,1854,701,1068,3098,9380,792
17117,0,0,0,32,18,8,76,222,218,289,1422,997,863,214,146,147,122,40,208,747,894,445,468,977,3595,311
17119,0,0,16,317,249,357,1160,1941,1843,1811,6791,6447,5119,1814,1215,944,671,300,1479,3281,2933,1618,2133,5726,18989,1403
17121,0,0,2,32,17,15,65,144,301,597,1353,1025,616,96,105,72,62,38,306,1057,770,331,496,905,2848,354
17123,0,0,1,3,1,3,10,34,60,61,243,164,170,92,81,102,61,3,31,138,114,64,111,387,697,56
17125,0,0,0,12,6,4,20,45,75,185,387,293,196,65,64,117,71,18,95,198,197,118,115,428,988,129
17127,0,0,0,5,3,4,23,32,52,48,438,290,231,148,37,20,31,6,98,278,304,150,124,314,955,143
17129,0,0,1,7,15,5,22,27,58,63,282,256,232,75,102,68,38,11,32,167,195,90,173,356,1087,71
17131,0,0,0,8,11,4,45,37,44,170,455,304,140,71,40,94,73,12,26,196,230,122,222,474,1011,110
17133,0,0,3,67,26,35,134,197,236,329,1071,1048,677,253,138,138,34,27,136,337,273,145,289,786,2715,184
17135,0,0,2,23,14,7,94,115,141,278,479,998,1091,238,104,87,91,32,66,403,485,227,368,820,2973,324
17137,0,0,4,19,16,92,56,316,197,345,1212,806,349,251,116,115,131,54,182,488,351,222,201,514,2935,205
17139,0,0,0,6,7,8,36,109,62,236,438,352,163,59,41,61,34,14,50,189,284,260,197,329,959,94
17141,0,0,1,118,91,56,111,120,282,574,1527,1221,698,220,379,553,201,60,75,353,610,411,852,1473,3162,398
17143,0,0,8,80,148,253,767,1154,1158,1352,4367,3720,2527,1171,1697,3825,942,112,264,1097,1458,871,1703,5482,10001,831
17145,0,0,0,21,23,10,50,191,67,127,627,1073,695,175,60,28,57,10,99,528,381,161,164,335,2109,214
17147,0,0,0,7,6,11,21,43,68,139,509,255,184,97,64,57,74,8,44,194,186,102,270,635,1182,116
17149,0,0,0,1,0,1,11,59,67,284,598,361,242,57,48,48,23,35,199,339,223,79,204,756,1178,110
17151,0,0,0,0,1,0,7,12,11,14,57,95,68,20,20,10,14,5,15,69,100,50,23,106,215,25
17153,0,0,0,19,38,21,18,31,62,63,180,134,86,27,5,10,15,9,47,164,94,56,26,109,442,46
17155,0,0,0,0,2,0,7,14,43,39,145,74,57,40,17,32,23,1,8,27,30,18,70,149,290,36
17157,0,0,3,153,114,17,133,322,219,400,918,1048,537,103,77,80,34,25,168,629,437,180,151,597,3442,379
17159,0,0,0,3,0,1,10,51,157,127,454,508,292,34,47,47,35,8,59,399,479,130,295,352,1440,182
17161,0,0,11,366,321,249,628,672,910,1452,4076,2341,1395,639,600,929,599,60,164,1349,1322,987,1562,3350,7458,837
17163,0,0,36,432,755,856,1706,2058,1673,1723,5636,5757,4924,2043,1387,903,827,466,1618,3759,2314,1205,2038,5484,18131,1391
17165,0,0,1,2,4,2,93,63,198,275,486,641,374,159,135,116,45,22,133,672,795,189,137,491,2222,310
17167,0,0,16,165,176,77,538,853,665,1967,5803,2966,2043,866,819,1305,657,153,604,2940,2320,989,1398,5885,18720,1062
17169,0,0,0,2,12,0,2,7,30,53,177,266,116,20,11,41,52,7,35,94,86,113,59,143,585,31
17171,0,0,0,0,0,0,10,37,34,36,117,95,95,27,8,22,11,8,26,141,42,17,36,159,308,19
17173,0,0,0,11,6,2,35,148,204,338,642,405,257,92,67,66,46,13,47,278,608,297,299,530,1443,187
17175,0,0,0,1,2,0,8,17,34,40,176,180,57,37,15,73,18,4,21,60,52,48,64,128,405,45
17177,0,0,3,32,173,67,43,68,168,634,1307,753,508,346,183,347,174,31,61,231,458,400,1148,1144,2604,277
17179,0,0,4,63,37,59,208,796,719,1084,4042,3484,2151,859,947,2020,601,106,308,1270,1224,763,1524,4504,8206,712
17181,0,0,0,17,138,37,89,150,98,290,385,502,406,85,43,14,31,39,215,286,186,121,163,340,1427,194
17183,0,0,0,17,27,26,124,154,489,1063,2081,2381,1596,539,313,390,653,133,244,1611,1683,1057,1578,2773,7795,701
17185,0,0,0,2,1,20,7,82,56,97,325,468,200,53,34,10,11,21,135,290,287,100,60,196,1112,146
17187,0,0,0,62,57,19,43,79,76,227,540,395,128,41,23,84,58,20,22,151,299,155,134,371,815,106
17189,0,0,1,9,9,2,37,58,105,121,373,513,286,60,30,22,16,5,52,223,158,60,100,213,827,76
17191,0,0,0,2,10,5,28,72,189,232,379,425,241,98,35,46,50,22,99,438,481,249,170,325,1390,184
17193,0,0,0,2,0,2,53,67,55,115,330,504,352,127,48,31,25,6,126,419,466,109,62,244,995,144
17195,0,0,5,81,59,43,134,222,270,1048,2065,1032,680,358,424,720,133,23,53,302,522,330,674,1427,3776,453
17197,0,0,228,2264,3074,1073,1692,2814,2440,5426,19074,13273,8996,3748,3452,5345,2801,406,1305,5123,5016,3883,7007,19836,36099,2667
17199,0,0,1,30,37,49,188,607,488,590,1643,1619,1206,274,255,269,205,122,620,1806,1641,465,551,1623,6754,868
17201,0,0,15,422,1809,779,616,607,2052,4784,8066,4869,3212,1069,934,2896,1688,310,629,2220,2551,2237,5198,6894,19077,1630
17203,0,0,3,10,10,13,55,191,159,309,1060,1010,626,254,365,587,200,52,78,351,327,232,526,1079,2427,235
17999,0,0,67,504,56,1000,129,607,782,9425,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18001,0,0,1,7,11,32,30,113,106,431,1123,815,471,145,167,58,51,14,94,528,464,354,437,577,1140,139
18003,0,0,37,528,1004,1042,867,1470,1435,3083,10085,8451,5681,2062,1938,2100,1450,430,1374,5608,6049,3938,7018,9199,25216,2023
18005,0,0,13,240,263,69,148,346,141,368,1983,1916,1310,614,256,300,129,48,116,1040,1528,925,942,1816,5666,699
18007,0,0,0,9,23,19,12,22,9,40,276,354,143,32,20,52,16,50,64,148,221,65,119,238,531,45
18009,0,0,0,8,20,12,18,24,53,157,313,295,245,66,96,43,15,9,19,125,245,227,210,244,545,66
18011,0,0,22,172,139,114,193,230,161,402,1270,1777,1259,371,283,262,217,165,211,566,765,438,692,1328,3403,373
18013,0,0,3,12,19,5,30,21,16,57,222,358,160,44,23,37,23,12,21,164,152,111,250,235,517,62
18015,0,0,2,21,72,17,20,128,29,96,374,580,327,107,48,62,52,15,48,254,249,157,255,374,813,70
18017,0,0,1,1127,426,56,104,135,90,433,721,1082,834,414,174,139,205,84,75,488,691,317,452,831,2072,337
18019,0,0,33,213,216,117,412,735,537,979,2207,2907,2774,790,475,407,296,124,375,2298,1894,1074,1097,1912,6794,1476
18021,0,0,1,21,31,8,37,135,86,230,790,525,409,125,64,110,61,55,72,625,638,283,292,484,1490,161
18023,0,0,1,38,194,51,64,211,96,392,893,1275,611,140,110,184,91,120,127,423,442,385,365,761,1884,187
18025,0,0,1,18,7,5,11,25,47,65,149,266,242,75,52,26,35,5,38,218,219,113,69,159,528,93
18027,0,0,0,49,41,51,97,260,189,309,682,604,484,90,23,63,67,47,48,491,750,375,306,473,1656,196
18029,0,0,14,90,65,32,250,132,105,449,1262,1393,1199,437,124,167,110,36,134,746,1073,436,575,976,2986,354
18031,0,0,47,159,31,21,71,96,66,140,812,710,447,162,56,63,67,15,34,492,517,259,352,605,1480,232
18033,0,0,1,20,18,120,55,133,158,391,1042,1045,614,261,123,237,146,58,168,562,799,514,1179,1198,2121,241
18035,0,0,18,158,211,43,189,563,867,1335,1883,2403,1740,443,276,397,380,102,193,1281,1963,789,1238,2096,4879,697
18037,0,0,3,20,176,61,346,234,182,600,917,2076,1051,239,128,97,63,32,74,667,959,400,425,649,2871,382
18039,0,0,20,267,1041,1713,1508,1084,1156,3375,7944,4575,2040,694,939,1696,1174,284,346,1393,3112,1989,3318,3905,9095,845
18041,0,0,9,27,78,31,72,205,115,493,697,598,364,160,41,28,57,11,25,360,635,216,302,772,1233,207
18043,0,0,21,159,141,50,297,421,344,590,1372,1726,1578,519,210,186,123,97,245,1297,1298,561,677,1201,4486,748
18045,0,0,1,10,12,8,33,35,37,256,476,643,382,113,46,55,49,95,115,346,512,163,298,513,935,112
18047,0,0,35,64,19,15,71,82,41,92,355,443,314,61,37,34,34,7,27,275,470,200,197,414,838,167
18049,0,0,1,26,23,17,69,72,43,182,472,484,296,101,87,72,46,62,56,277,485,349,362,374,742,115
18051,0,0,4,3,10,24,154,123,244,449,1064,941,845,159,190,129,94,55,202,804,815,371,357,755,3203,424
18053,0,0,7,133,129,110,331,250,364,573,1557,1953,1158,277,218,300,239,81,131,816,1190,803,1483,1547,3317,390
18055,0,0,2,58,114,18,49,138,64,192,503,807,550,135,59,78,95,33,87,439,622,290,329,564,1501,287
18057,0,0,127,635,393,316,961,1451,1095,1883,7415,9556,6374,1771,1389,1648,972,543,705,3322,3669,2087,3553,7529,20695,1542
18059,0,0,28,198,118,84,187,234,134,387,1591,2211,1825,458,288,477,292,153,195,984,1322,698,1065,2130,4989,364
18061,0,0,15,116,67,17,64,217,117,282,678,1047,1023,340,214,104,71,35,151,829,775,398,311,716,2426,418
18063,0,0,58,611,509,200,344,622,450,846,2962,4659,3364,914,545,677,452,272,402,1973,2546,1307,1848,3219,10140,782
18065,0,0,2,42,148,54,126,254,226,642,1191,1582,965,211,97,122,212,52,66,847,1016,488,721,989,2406,270
18067,0,0,17,159,241,135,246,291,262,470,2019,2722,1927,477,368,356,390,216,325,1683,1746,799,1466,2027,5977,516
18069,0,0,2,9,20,43,54,53,88,274,890,1038,629,405,232,181,154,36,176,1253,649,390,971,1110,2433,293
18071,0,0,8,132,254,67,89,156,81,507,1134,1336,629,260,153,181,86,32,91,726,814,339,423,929,3132,402
18073,0,0,8,40,38,41,91,126,81,395,793,882,514,174,166,264,217,99,119,307,616,484,607,958,1694,165
18075,0,0,0,16,38,19,13,51,64,223,631,436,220,56,55,62,108,18,21,275,333,242,337,469,907,158
18077,0,0,1,28,20,20,81,63,47,192,894,827,591,195,67,261,66,27,106,671,705,335,530,1041,2117,321
18079,0,0,16,62,55,40,37,66,49,109,561,709,348,106,75,53,59,20,50,563,727,257,467,617,1580,200
18081,0,0,101,482,545,127,390,421,356,1151,3573,4977,3445,798,713,710,470,299,376,2511,2523,1218,1958,3507,10110,767
18083,0,0,2,18,10,35,63,220,199,396,1041,932,519,141,34,96,46,42,142,1035,704,796,391,849,2362,366
18085,0,0,5,30,103,351,327,231,273,999,2540,1973,1389,359,281,474,252,85,158,639,1256,860,1410,1862,3174,437
18087,0,0,2,24,57,360,80,64,51,225,648,519,305,64,58,155,99,22,46,127,410,345,547,487,1005,96
18089,0,0,147,1663,1784,1234,2093,2226,1603,4952,13458,10657,6612,1951,1593,2854,2060,1129,898,2827,4265,2763,4480,13039,19042,1126
18091,0,0,8,210,211,106,269,386,347,1064,2426,2535,1815,395,498,1280,752,158,146,738,1268,763,1563,2432,5231,431
18093,0,0,10,92,65,66,88,139,76,560,823,1384,716,168,81,174,252,99,182,1300,897,369,412,910,2317,455
18095,0,0,41,387,167,57,175,486,438,1081,2698,3264,2307,473,322,413,422,312,391,2081,2110,1181,1777,3071,7614,653
18097,0,0,965,4611,4382,1502,3124,3882,3109,5461,18682,24492,15802,4243,2827,4699,3295,1621,2364,11734,13197,5716,7587,19154,54589,3481
18099,0,0,4,30,81,301,325,163,135,573,1602,1265,703,254,190,303,270,68,108,435,716,585,842,1146,1898,206
18101,0,0,0,8,5,13,21,77,57,46,174,208,177,37,19,48,47,14,9,176,226,81,110,103,488,41
18103,0,0,3,104,40,44,70,72,122,317,1058,911,615,233,111,102,105,94,93,701,843,390,493,691,1664,203
18105,0,0,30,93,47,80,419,490,1558,835,2181,2278,1683,643,556,819,339,201,359,962,1136,685,985,1793,7636,957
18107,0,0,6,61,176,46,50,92,88,209,864,1257,740,287,217,133,71,138,191,618,725,398,577,1006,2195,321
18109,0,0,32,119,133,43,97,190,145,334,1264,1892,1410,419,192,232,174,106,164,1012,1113,479,727,1321,4191,371
18111,0,0,1,47,32,17,14,37,30,87,332,236,116,20,38,54,53,60,67,53,202,129,176,237,434,41
18113,0,0,2,69,165,204,184,187,135,409,1396,1304,787,259,161,275,220,82,208,682,862,569,947,1109,2459,214
18115,0,0,1,3,9,1,29,33,6,71,97,151,111,27,15,14,15,2,8,113,120,41,60,82,378,45
18117,0,0,3,76,55,5,32,82,50,162,280,494,435,55,26,69,70,13,41,570,314,170,276,399,1118,161
18119,0,0,11,12,15,10,30,70,30,62,436,655,410,89,61,63,138,54,110,318,378,241,292,488,1544,184
18121,0,0,0,14,14,6,26,39,32,174,369,519,171,56,34,27,24,22,75,327,344,97,135,228,747,96
