fips,2020/01/01,2020/02/01,2020/03/01,2020/04/01,2020/05/01,2020/06/01,2020/07/01,2020/08/01,2020/09/01,2020/10/01,2020/11/01,2020/12/01,2021/01/01,2021/02/01,2021/03/01,2021/04/01,2021/05/01,2021/06/01,2021/07/01,2021/08/01,2021/09/01,2021/10/01,2021/11/01,2021/12/01,2022/01/01,2022/02/01
28089,0,0,42,187,496,482,1044,721,370,568,1055,2230,1728,526,368,219,151,137,636,2302,1084,335,252,1307,6068,1074
28091,0,0,5,68,45,128,327,201,94,105,210,571,602,166,115,44,24,16,117,882,408,108,40,278,1964,307
28093,0,0,14,30,40,115,340,419,174,426,668,703,795,322,197,141,191,35,108,827,687,289,182,458,1845,749
28095,0,0,6,151,104,98,321,362,216,318,468,968,804,177,59,38,58,37,151,1446,807,239,214,471,2370,832
28097,0,0,7,22,57,33,160,137,61,105,183,226,169,69,28,12,21,7,40,247,158,67,16,121,833,108
28099,0,0,4,185,459,334,241,244,169,300,346,765,560,234,154,76,36,32,198,1719,487,149,69,244,2650,537
28101,0,0,2,81,190,63,178,151,116,107,194,535,448,231,131,51,18,17,128,723,399,90,125,99,1284,451
28103,0,0,3,63,120,60,166,108,39,48,119,207,237,59,24,17,12,8,66,272,183,64,16,50,646,107
28105,0,0,17,34,188,244,557,400,380,258,434,896,803,197,112,73,58,25,268,1316,766,133,58,247,2357,1014
28107,0,0,7,34,32,184,625,417,222,226,554,906,813,288,115,112,102,48,92,820,766,228,183,374,2471,639
28109,0,0,30,133,49,32,232,280,163,285,342,1040,1133,445,221,103,79,85,552,2575,1403,391,129,381,3800,841
28111,0,0,3,24,24,9,153,94,139,108,141,197,212,126,29,14,8,18,56,442,246,54,57,70,606,180
28113,0,0,17,131,57,154,442,324,117,167,231,563,608,182,145,135,73,27,287,1241,752,203,70,213,2144,877
28115,0,0,5,13,19,196,468,360,242,246,482,1142,730,186,65,36,44,58,187,996,899,407,224,481,1725,839
28117,0,0,4,29,21,49,221,312,260,229,382,606,498,98,46,38,42,42,124,951,594,229,291,382,1962,519
28119,0,0,4,11,19,41,145,112,71,36,71,104,141,30,15,10,22,8,22,124,77,22,7,76,328,69
28121,0,0,40,146,253,377,1275,759,522,816,1618,2988,2900,982,545,300,273,248,1370,4496,1703,527,379,1776,9117,2147
28123,0,0,10,310,334,98,205,149,87,118,281,552,611,194,134,69,40,28,200,737,496,100,39,202,1219,215
28125,0,0,1,4,2,17,116,113,29,25,34,64,91,10,6,7,6,4,6,62,56,9,12,13,211,41
28127,0,0,2,45,55,121,478,242,121,199,262,523,452,248,108,80,38,43,212,664,466,113,85,342,1382,538
28129,0,0,1,73,79,52,165,101,84,64,115,293,374,132,45,47,17,13,143,493,277,114,21,90,909,270
28131,0,0,0,22,13,23,93,175,64,127,293,373,425,126,47,37,42,64,382,885,364,73,41,103,1240,279
28133,0,0,11,42,33,198,614,367,231,188,247,483,607,168,88,75,37,16,77,438,257,82,62,204,995,172
28135,0,0,2,9,16,67,305,337,154,85,109,251,396,82,38,29,26,6,36,217,166,73,28,93,578,157
28137,0,0,11,30,57,158,376,235,163,246,505,621,478,155,170,115,95,29,100,365,549,194,120,235,1637,491
28139,0,0,26,28,19,48,164,263,157,269,306,713,607,185,45,38,34,31,132,911,559,197,195,285,1185,697
28141,0,0,1,7,25,33,234,259,154,129,269,475,425,113,89,37,55,32,66,524,519,194,214,265,1393,473
28143,0,0,12,24,21,35,140,222,51,41,82,135,165,67,29,26,32,7,59,235,176,56,25,160,590,91
28145,0,0,3,14,67,92,329,378,131,265,433,1099,893,246,58,71,65,24,164,905,574,295,302,396,1854,640
28147,0,0,5,26,29,106,257,140,40,47,123,230,184,55,54,40,16,10,98,424,247,68,22,80,906,282
28149,0,0,1,68,105,252,521,368,103,158,211,956,1145,227,122,100,80,26,273,1308,489,232,115,302,2275,469
28151,0,0,20,58,104,287,956,570,289,410,520,1018,770,189,48,49,82,42,160,674,931,271,83,186,1751,473
28153,0,0,0,25,181,311,215,115,69,124,167,465,617,249,70,15,20,17,116,1011,574,49,22,48,756,610
28155,0,0,5,16,56,59,61,126,35,45,81,296,248,96,27,12,5,1,61,494,277,50,27,96,684,214
28157,0,0,14,56,19,4,90,103,32,38,58,128,74,18,15,27,19,17,80,152,91,28,10,111,554,44
28159,0,0,7,39,75,123,321,138,51,130,369,589,291,91,37,15,26,19,56,423,280,90,18,100,1465,268
28161,0,0,6,13,74,66,157,81,79,131,148,272,309,134,112,58,49,16,33,314,235,116,63,233,1054,255
28163,0,0,9,126,147,186,290,197,113,193,328,526,559,216,142,68,32,29,237,556,312,208,97,372,2697,252
28999,0,0,6,0,0,381,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29001,0,0,2,10,44,37,42,97,140,235,594,566,379,159,99,57,20,74,212,435,303,139,158,598,1120,367
29003,0,0,0,2,29,21,34,49,141,203,352,271,160,32,582,32,21,90,250,272,178,133,266,420,996,124
29005,0,0,1,1,1,0,10,22,26,31,129,47,28,2,154,17,4,6,17,91,64,46,141,160,212,146
29007,0,0,0,1,81,49,56,78,390,268,451,475,189,59,689,25,12,96,194,426,204,123,337,364,924,219
29009,0,0,1,6,4,44,168,140,148,379,563,320,328,80,696,29,40,140,430,399,272,169,263,343,1323,222
29011,0,0,0,0,0,26,41,39,101,245,184,131,150,48,200,18,15,55,166,194,127,79,71,153,560,143
29013,0,0,2,5,1,5,24,41,51,142,287,280,200,49,230,34,34,13,176,353,269,172,184,257,801,110
29015,0,0,2,6,4,6,55,85,189,154,280,411,198,63,210,23,42,49,239,272,276,68,140,292,786,162
29017,0,0,1,3,2,8,39,73,226,191,263,153,75,23,77,18,27,24,31,148,279,138,146,91,304,73
29019,0,0,64,38,59,227,795,1444,2132,1540,3976,3486,2697,889,475,405,224,467,2004,1995,1587,956,1047,2217,11785,1342
29021,0,0,5,82,583,177,215,320,1218,1381,2150,2216,1319,369,177,170,173,415,1540,1564,762,383,948,1949,4869,746
29023,0,0,0,27,14,70,135,140,283,615,878,626,425,270,639,89,71,66,435,740,876,408,289,362,1931,362
29025,0,0,0,3,2,6,22,14,63,88,207,148,73,24,127,28,47,71,75,88,60,38,81,138,191,67
29027,0,0,14,10,8,22,72,214,341,787,1397,921,490,225,406,79,72,132,626,888,487,320,569,628,2591,461
29029,0,0,12,24,3,29,224,243,495,657,797,656,473,107,285,103,57,289,670,551,502,201,280,427,1776,254
29031,0,0,15,34,26,89,434,408,986,1053,2686,2027,1080,459,80,73,114,47,192,1370,1307,729,512,481,3491,673
29033,0,0,0,3,6,3,84,17,28,89,227,209,140,45,227,18,13,28,64,117,86,41,95,234,412,55
29035,0,0,4,0,2,1,12,22,72,93,107,77,38,17,124,10,2,5,71,224,199,39,28,77,241,42
29037,0,0,14,49,28,58,500,497,484,598,1574,1812,1247,368,1707,320,197,273,956,1725,1333,818,1014,2101,5742,902
29039,0,0,5,5,4,1,25,17,70,140,194,69,128,60,391,23,49,40,212,187,64,58,162,257,592,141
29041,0,0,4,1,3,0,9,17,27,22,169,90,71,19,245,20,26,55,82,92,59,54,117,131,266,75
29043,0,0,12,10,4,22,234,450,818,1084,1584,2071,1609,574,209,219,180,538,1938,1015,565,347,859,1066,4529,852
29045,0,0,0,1,0,2,9,32,25,61,173,70,72,30,202,10,8,40,39,119,91,30,122,161,228,47
29047,0,0,16,54,106,271,428,499,454,900,1838,2153,1622,746,451,228,124,323,834,1531,1343,807,1293,2197,5455,1256
29049,0,0,4,10,9,9,39,73,118,290,355,356,226,53,512,30,31,47,228,226,268,125,279,456,738,182
29051,0,0,25,29,14,22,214,555,784,1625,2947,1348,750,224,447,137,111,203,1429,1142,619,323,797,822,4387,600
29053,0,0,2,5,2,5,73,146,220,217,509,323,153,51,212,25,22,28,155,260,250,143,188,282,692,146
29055,0,0,1,9,1,4,37,139,225,264,520,501,284,61,443,100,66,49,189,330,275,170,168,337,989,152
29057,0,0,0,0,0,1,13,24,41,79,271,165,102,18,6,17,10,35,108,74,41,19,39,98,315,69
29059,0,0,0,2,2,10,35,63,87,205,205,94,93,38,429,17,87,189,352,220,103,79,133,294,861,147
29061,0,0,0,2,2,6,10,10,97,107,107,133,96,24,148,9,10,52,50,100,89,39,93,173,229,53
29063,0,0,0,3,4,7,20,34,81,170,284,180,119,23,228,10,10,13,87,98,87,58,97,167,286,83
29065,0,0,0,0,1,4,5,32,111,140,249,179,101,18,94,45,47,60,186,373,193,139,157,245,705,118
29067,0,0,0,0,1,3,64,46,104,89,140,175,127,24,135,15,49,73,300,144,95,83,127,180,421,84
29069,0,0,6,16,20,62,143,252,352,365,523,375,259,69,340,88,102,193,192,409,488,191,259,269,1619,282
29071,0,0,13,102,36,70,303,516,803,1004,2007,1670,1476,386,1979,285,216,134,531,1048,1370,716,1115,1679,4205,638
29073,0,0,0,2,1,11,13,80,79,119,206,188,167,37,690,27,37,27,96,231,187,92,213,135,592,100
29075,0,0,0,1,30,28,25,14,39,72,226,184,113,19,103,4,7,25,147,93,164,30,172,229,331,70
29077,0,0,52,43,68,162,910,2143,3617,3010,5141,6356,4464,1627,750,600,688,2654,5850,3579,1793,1280,1385,3512,16370,2591
29079,0,0,0,0,3,19,5,26,154,83,229,169,121,31,183,5,49,106,75,179,126,72,136,165,296,103
29081,0,0,1,5,5,5,45,15,44,80,200,237,164,32,104,5,10,18,39,71,79,27,132,235,222,55
29083,0,0,1,8,5,11,49,46,103,219,666,330,221,89,269,31,31,59,245,446,330,207,273,461,1295,197
29085,0,0,0,0,0,0,16,48,47,146,113,58,34,8,179,3,13,50,140,98,74,78,153,113,351,71
29087,0,0,0,1,1,1,5,56,18,44,146,54,35,7,58,20,7,14,48,57,33,24,81,105,171,47
29089,0,0,0,2,2,2,38,75,75,88,245,107,77,28,340,8,11,20,84,100,86,97,81,135,403,58
29091,0,0,0,5,2,33,90,138,400,590,343,716,424,82,663,89,47,142,848,666,330,220,409,404,1816,259
29093,0,0,0,2,0,2,9,40,28,55,123,174,55,12,440,28,29,14,52,139,201,50,96,164,379,84
29095,0,0,77,246,273,587,2032,2201,1917,3250,6899,5899,4995,1711,7090,1250,1219,947,3744,6422,3860,2293,3182,7991,22379,3200
29097,0,0,4,20,8,417,726,437,733,1242,1541,1036,1035,379,1934,115,168,615,1513,1079,681,318,528,951,3898,1225
29099,0,0,30,228,90,190,878,1396,1809,1655,5804,4663,3684,1129,732,1134,547,276,1294,2493,3013,1897,2317,4525,11346,1558
29101,0,0,10,44,23,49,330,141,522,598,980,667,460,202,1058,69,58,79,452,752,729,444,513,855,2783,342
29103,0,0,0,0,0,2,7,29,15,14,67,19,22,7,205,5,4,8,13,62,42,20,99,111,159,33
29105,0,0,0,0,4,26,159,114,407,532,567,672,331,92,333,38,79,349,673,547,243,112,270,501,1644,249
29107,0,0,19,23,38,14,62,89,313,350,652,504,352,144,520,55,97,92,271,608,359,229,311,807,1556,226
29109,0,0,0,0,8,27,148,172,316,450,755,361,362,121,647,41,76,246,680,431,226,161,204,395,1470,271
29111,0,0,0,6,1,0,23,35,47,113,210,109,83,12,407,35,33,31,98,263,166,115,129,158,531,81
29113,0,0,7,41,39,18,193,276,248,476,1188,1060,552,207,1262,283,351,227,469,859,1082,625,735,1257,3100,349
29115,0,0,0,5,4,7,15,22,52,88,145,96,111,18,667,20,205,217,70,76,53,55,61,123,209,79
29117,0,0,1,1,2,11,39,24,335,170,205,251,235,60,395,13,284,209,107,175,89,53,103,187,621,150
29119,0,0,2,4,16,692,275,62,109,170,281,404,362,74,104,56,55,204,359,389,273,127,86,204,1154,132
29121,0,0,3,0,3,4,44,27,85,86,441,229,249,47,342,50,37,74,120,172,162,94,131,343,732,143
29123,0,0,0,1,2,3,13,126,169,261,354,304,131,14,270,54,44,16,55,225,281,89,119,192,711,124
29125,0,0,1,2,0,3,8,35,43,132,151,94,56,17,91,17,7,13,92,127,86,31,93,97,327,45
29127,0,0,0,5,1,12,122,332,219,301,806,532,261,62,957,91,30,46,454,586,339,140,304,662,1431,178
29129,0,0,0,0,1,5,3,13,8,9,52,44,33,16,127,2,2,13,15,47,48,26,21,69,96,33
29131,0,0,0,1,3,12,75,163,269,435,553,510,257,36,194,35,23,152,462,391,324,161,217,294,1243,162
29133,0,0,0,29,33,32,41,105,70,155,425,253,84,49,166,23,37,26,54,239,305,103,173,143,435,151
29135,0,0,4,44,7,5,59,77,145,356,552,247,167,25,97,20,19,39,190,319,160,94,175,203,681,103
29137,0,0,0,0,2,3,10,55,22,104,206,121,63,18,417,10,7,22,59,110,73,65,102,218,395,75
29139,0,0,3,5,2,9,18,23,37,101,161,149,54,19,460,22,12,35,82,151,165,65,70,186,459,124
29141,0,0,1,2,7,6,48,60,253,355,347,347,147,32,85,9,17,85,276,265,182,96,143,321,724,111
29143,0,0,0,9,12,25,129,239,127,275,559,244,130,28,333,39,27,21,90,399,535,140,129,96,975,332
29145,0,0,5,6,10,378,396,292,419,788,834,482,465,147,1164,103,173,394,865,597,306,193,301,518,2024,796
29147,0,0,0,3,13,10,128,269,373,446,771,342,173,38,94,35,16,54,134,195,190,113,415,578,1241,218
29149,0,0,0,1,1,6,7,37,83,114,140,148,127,18,175,3,9,45,150,170,136,32,107,121,338,65
29151,0,0,1,4,0,3,32,46,79,386,399,241,171,44,223,23,25,16,158,160,121,56,160,152,574,84
29153,0,0,0,0,0,2,4,21,104,95,72,83,141,31,128,6,11,27,138,162,87,41,102,140,236,57
29155,0,0,2,27,55,28,89,135,210,201,339,178,114,29,134,42,28,12,44,191,145,60,61,90,623,65
29157,0,0,14,30,14,89,56,194,243,223,695,292,140,59,112,64,40,32,73,254,347,222,308,213,903,152
29159,0,0,1,35,43,43,285,377,362,704,1444,882,546,133,151,74,71,60,564,760,516,296,447,672,2672,451
29161,0,0,0,2,3,33,41,142,280,444,881,649,405,135,699,176,94,124,777,755,438,249,437,771,1943,318
29163,0,0,1,10,13,16,32,93,100,142,554,341,176,37,305,43,22,13,155,286,199,73,322,346,801,99
29165,0,0,9,23,40,49,199,175,271,352,643,730,507,192,937,149,70,83,343,678,387,302,553,747,2171,460
29167,0,0,0,1,2,16,173,131,452,463,610,734,521,128,75,25,113,402,568,388,211,121,199,544,1581,383
29169,0,0,7,30,2,90,56,215,300,379,584,903,372,73,461,48,56,140,574,400,342,326,300,290,2476,271
29171,0,0,0,0,0,3,6,15,10,31,102,39,18,8,71,3,105,81,17,44,62,21,59,89,130,53
29173,0,0,1,0,4,5,14,92,39,71,259,180,79,22,296,20,12,11,147,167,108,39,127,212,435,51
29175,0,0,2,6,2,2,40,85,149,397,543,382,200,26,839,62,24,66,214,296,244,161,251,417,1337,220
29177,0,0,1,11,8,6,62,42,50,140,400,406,293,109,427,44,53,69,127,336,317,149,239,547,1008,207
29179,0,0,2,0,0,1,16,6,22,62,201,120,66,6,2,8,12,7,50,102,113,31,29,75,220,43
29181,0,0,2,4,2,13,22,48,82,153,241,148,116,65,199,38,30,16,88,205,397,144,109,94,383,84
29183,0,0,95,471,219,298,2465,2228,2307,3973,10044,7574,10532,2754,1952,1757,1014,589,2533,4643,3953,2837,2678,8066,24848,1863
29185,0,0,0,2,1,0,16,14,49,59,207,123,103,27,207,13,9,20,140,150,111,45,64,120,510,104
29186,0,0,2,5,7,9,26,66,96,270,609,332,159,46,188,37,23,18,40,227,194,103,123,232,708,88
29187,0,0,6,25,8,111,150,840,1217,967,1793,1430,825,222,1194,158,119,116,277,1117,1286,333,685,1066,3708,755
29189,0,0,492,2557,1753,1780,6298,6552,5141,6146,19087,17661,14028,4911,4320,4605,2717,1692,6472,8885,7911,4834,6027,18586,56512,4260
29195,0,0,0,184,83,17,124,139,190,265,594,399,340,90,461,27,19,56,199,380,492,142,190,403,1252,164
29197,0,0,0,0,2,5,4,10,10,19,87,68,64,9,60,8,5,4,20,20,22,6,53,86,104,40
29199,0,0,0,4,1,7,1,9,17,45,112,36,13,23,46,1,1,0,2,5,21,63,44,75,114,39
29201,0,0,6,59,48,61,175,284,266,629,1167,654,344,151,871,44,46,21,187,901,1049,280,408,446,2264,510
29203,0,0,0,0,2,6,35,10,64,146,79,68,51,22,111,7,8,21,137,110,101,39,109,94,264,83
29205,0,0,1,0,0,2,12,35,27,43,96,85,54,8,223,24,83,24,41,64,92,59,85,112,288,49
29207,0,0,3,16,62,53,72,89,237,405,719,359,214,81,179,29,33,43,303,661,646,253,248,149,955,145
29209,0,0,1,3,1,13,67,199,202,257,451,414,319,99,339,58,73,215,540,386,227,130,191,245,1012,192
29211,0,0,0,0,60,53,27,39,38,163,198,90,84,7,113,6,9,23,79,138,65,69,51,68,243,64
29213,0,0,2,10,2,47,331,522,404,524,1047,818,661,173,594,121,177,637,1493,864,378,182,285,716,2638,349
29215,0,0,0,0,1,4,29,68,231,307,339,372,148,44,282,23,48,154,365,332,179,90,253,290,794,203
29217,0,0,0,5,6,8,34,38,111,169,319,401,246,68,552,98,28,35,297,383,188,208,218,294,1135,214
29219,0,0,5,19,9,19,110,178,198,297,704,485,450,179,366,125,112,49,284,489,781,230,323,678,1808,131
29221,0,0,0,8,3,12,32,184,197,282,727,315,289,56,604,52,63,27,162,378,470,137,197,351,1043,295
29223,0,0,0,0,0,5,28,54,141,100,181,162,126,31,213,18,8,8,59,185,186,119,128,115,421,57
29225,0,0,2,13,2,14,82,106,479,536,620,573,506,69,518,98,109,415,751,359,337,219,238,508,1783,416
29227,0,0,0,1,3,0,4,4,9,16,39,46,18,5,22,0,1,23,13,6,11,9,45,50,68,10
29229,0,0,4,6,2,4,43,36,270,253,167,289,261,37,192,40,50,128,384,201,160,71,159,181,714,111
29510,0,0,136,941,878,547,1998,1683,921,1553,4286,3996,3232,1206,1101,1446,923,468,1432,2342,2203,1190,1693,4673,14814,1014
29997,0,0,0,0,0,152,290,298,1178,729,1136,693,600,217,1174,126,155,483,959,610,323,226,378,590,2833,998
29998,0,0,121,426,637,1198,3418,3497,2092,3834,8280,6514,5520,951,5803,1560,1159,902,4053,7071,4296,2353,3883,8346,29268,1941
29999,0,0,51,173,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30001,0,0,0,1,0,0,49,26,32,182,298,195,82,14,34,17,6,19,9,44,299,197,92,40,363,90
30003,0,0,0,3,26,46,238,341,250,468,388,362,190,77,144,64,32,23,20,57,219,143,394,44,616,315
30005,0,0,0,0,0,0,7,9,19,316,173,83,67,32,30,15,50,27,29,56,89,284,132,36,285,131
30007,0,0,3,1,0,1,5,6,2,71,109,96,72,46,24,52,23,17,7,52,143,113,122,53,126,46
30009,0,0,0,6,0,14,37,30,35,144,322,95,95,54,19,13,25,24,27,72,149,153,184,60,279,77
30011,0,0,0,0,0,0,0,0,6,70,42,35,8,6,3,0,6,0,0,10,12,10,28,1,21,5
30013,0,0,9,6,2,12,107,149,445,1470,2747,1684,659,424,760,417,452,250,278,1191,2155,2096,1423,481,3533,1630
30015,0,0,0,0,0,0,6,4,22,80,163,97,71,48,8,5,12,6,2,15,83,75,85,24,91,42
30017,0,0,0,0,0,27,25,15,51,223,397,254,136,13,35,15,14,12,7,106,439,381,212,59,369,100
30019,0,0,0,0,0,0,2,1,2,45,64,27,51,6,2,0,0,0,4,3,25,59,16,10,42,18
30021,0,0,0,0,0,9,7,31,35,189,356,368,131,33,40,3,4,7,15,90,142,257,171,92,270,105
30023,0,0,3,1,0,1,16,14,85,349,258,121,130,60,26,49,6,8,25,122,155,166,64,40,451,159
30025,0,0,0,0,0,0,2,0,6,78,157,27,4,6,1,2,5,3,10,60,60,44,65,33,71,34
30027,0,0,0,0,0,2,4,27,35,182,376,237,122,59,45,19,17,12,23,105,172,235,170,62,294,110
30029,0,0,11,26,0,22,181,362,579,2316,3173,2049,1285,847,396,349,432,258,602,1565,2500,2172,1461,641,3098,1103
30031,0,0,74,72,5,112,593,237,381,1972,3755,2019,1924,971,894,1329,354,120,205,740,2290,2417,1716,1178,8983,982
30033,0,0,0,0,0,0,12,1,6,22,35,8,3,1,3,2,0,0,0,21,11,27,23,8,47,5
30035,0,0,0,6,0,12,35,82,252,613,224,151,142,54,17,5,15,6,9,87,243,294,271,54,644,351
30037,0,0,0,3,0,0,0,0,2,11,8,19,8,2,2,2,3,0,1,3,6,29,24,2,16,8
30039,0,0,0,0,0,3,3,13,3,48,56,36,25,4,2,2,9,3,5,48,48,88,16,1,82,20
30041,0,0,1,0,0,0,43,42,103,665,483,306,184,86,32,23,39,36,36,199,523,441,154,52,630,215
30043,0,0,2,0,1,1,19,17,44,101,288,296,168,60,44,23,28,17,26,68,269,240,174,65,395,135
30045,0,0,0,0,0,0,3,3,2,9,44,18,7,2,4,0,1,1,2,12,23,22,12,2,40,8
30047,0,0,3,3,0,12,149,41,85,304,482,401,329,114,68,45,91,22,49,273,736,994,433,206,1012,324
30049,0,0,12,5,0,10,97,74,118,768,1720,2062,972,439,231,202,202,100,94,623,1401,1918,1110,480,3190,1078
30051,0,0,1,0,0,0,0,5,14,14,54,16,5,12,1,0,0,3,3,35,72,30,7,3,88,19
30053,0,0,5,2,0,1,60,21,40,195,421,319,309,90,65,54,20,19,67,299,911,419,208,109,645,212
30055,0,0,0,0,0,0,1,11,11,43,35,45,18,19,4,1,2,0,0,17,16,58,36,13,46,17
30057,0,0,6,3,0,0,65,25,18,87,216,101,129,59,35,56,11,10,16,63,217,189,95,71,253,66
30059,0,0,1,0,0,1,2,0,21,59,24,3,5,9,1,27,1,1,2,13,49,38,21,7,92,19
30061,0,0,0,0,0,0,0,2,3,11,57,105,36,20,21,3,11,30,45,88,166,116,40,17,226,51
30063,0,0,14,25,1,47,167,182,437,1509,2376,1633,1314,435,539,268,218,156,276,1174,2740,2653,1169,695,6059,1790
30065,0,0,1,2,0,0,1,10,25,88,85,54,28,17,14,18,17,23,1,21,87,117,114,39,93,32
30067,0,0,3,5,0,4,36,18,40,168,377,224,162,98,53,93,143,35,40,140,248,422,371,143,854,221
30069,0,0,0,0,0,0,0,0,0,3,7,2,2,0,0,0,0,0,0,8,1,3,6,3,7,1
30071,0,0,0,0,0,0,0,111,11,68,95,141,51,21,18,4,3,3,6,40,43,184,68,16,107,33
30073,0,0,0,2,0,0,8,8,38,138,116,86,57,17,1,15,29,9,9,46,126,93,39,31,183,75
30075,0,0,0,0,0,0,1,1,15,48,26,13,6,2,9,2,6,8,29,14,37,65,8,3,22,12
30077,0,0,0,0,0,0,2,8,2,170,524,90,83,22,15,17,12,11,9,106,127,184,74,34,268,89
30079,0,0,0,0,0,0,0,1,3,29,60,31,3,3,8,3,0,0,0,1,10,9,18,19,41,20
30081,0,0,1,4,9,15,38,42,47,381,1015,616,331,198,185,158,148,100,65,287,810,650,328,122,947,270
30083,0,0,0,3,0,9,33,13,29,265,169,361,101,84,47,108,34,4,19,84,192,213,186,98,335,112
30085,0,0,1,6,0,1,15,31,352,551,278,154,96,83,19,38,34,10,8,65,89,165,305,59,419,193
30087,0,0,0,0,0,10,13,244,384,207,112,188,128,25,28,17,24,3,9,65,188,175,88,25,174,337
30089,0,0,0,0,0,0,9,22,18,60,135,200,117,31,23,34,17,29,16,93,383,229,130,110,381,70
30091,0,0,0,0,0,0,3,2,12,67,197,79,25,4,30,7,2,0,0,18,38,28,37,18,61,37
30093,0,0,10,1,0,3,47,53,158,341,1556,858,405,325,200,119,38,48,22,277,700,637,402,170,1423,246
30095,0,0,0,1,0,4,13,18,41,155,197,115,96,55,18,11,10,23,14,59,132,194,57,43,141,52
30097,0,0,0,0,0,0,4,16,28,50,157,64,18,34,19,13,8,2,3,12,86,55,35,17,118,23
30099,0,0,0,0,0,0,15,3,8,66,109,112,84,29,15,24,41,4,17,63,131,130,64,32,235,43
30101,0,0,6,24,0,2,0,17,64,225,263,80,29,9,8,10,10,5,29,54,91,68,33,12,126,73
30103,0,0,0,0,0,2,0,1,0,21,5,14,11,2,0,0,0,0,0,2,16,15,21,6,10,9
30105,0,0,0,0,0,3,8,30,52,278,181,85,118,67,39,24,14,1,5,37,106,219,98,37,153,62
30107,0,0,0,1,0,0,2,0,17,52,32,39,17,16,1,2,3,3,0,11,49,17,12,6,52,38
30109,0,0,0,0,0,0,1,4,4,36,43,26,0,5,2,1,1,0,2,7,23,14,9,4,18,5
30111,0,0,31,49,20,75,848,1058,1251,3523,4191,2703,1602,762,461,477,470,417,437,1798,3846,4546,2460,892,6609,1687
30999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31001,0,0,3,161,107,25,41,81,164,339,745,627,338,89,105,89,279,4,25,6,489,251,500,379,1161,174
31003,0,0,1,1,6,1,9,13,55,96,158,95,36,14,21,33,90,1,6,0,30,80,63,68,145,22
31005,0,0,0,0,0,0,0,1,0,4,12,2,4,0,0,0,0,0,0,0,1,1,0,4,1,0
31007,0,0,0,0,0,1,1,3,0,2,12,10,2,4,3,0,1,0,1,0,15,15,11,1,21,1
31009,0,0,0,0,0,0,0,0,1,3,13,4,4,0,1,0,6,2,0,0,10,3,5,11,5,2
31011,0,0,0,0,6,1,0,20,62,81,151,103,60,28,83,29,3,0,0,0,82,44,100,39,162,27
31013,0,0,0,1,1,1,7,15,66,184,370,139,90,37,18,16,13,18,23,0,344,198,135,65,400,44
31015,0,0,0,0,0,1,0,10,20,48,58,27,15,3,5,2,18,10,5,0,15,25,37,25,59,11
31017,0,0,0,0,0,0,0,4,35,45,82,44,8,4,4,7,58,3,3,0,7,46,70,22,67,13
31019,0,0,6,95,56,29,148,385,438,863,1614,727,469,273,219,204,44,11,88,399,904,667,900,594,1851,243
31021,0,0,0,3,6,7,6,50,16,71,281,88,61,43,33,18,5,0,0,0,69,55,104,67,265,24
31023,0,0,0,4,44,4,9,38,31,181,291,132,71,30,26,4,4,5,3,0,151,59,207,99,353,46
31025,0,0,2,4,45,17,88,101,87,250,590,562,362,193,144,194,40,12,30,166,415,261,341,454,1356,185
31027,0,0,0,4,4,9,4,27,43,72,238,156,119,82,34,29,187,4,1,0,36,74,83,90,240,53
31029,0,0,0,0,1,0,5,5,13,136,106,102,65,15,17,7,2,9,5,0,14,52,78,33,54,15
31031,0,0,0,1,0,0,4,18,30,30,109,64,13,6,6,27,137,1,2,0,59,16,24,43,59,12
31033,0,0,0,7,3,10,8,3,16,81,403,219,95,39,39,25,11,13,30,0,116,216,107,103,304,63
31035,0,0,0,10,15,3,21,12,25,114,200,149,82,17,34,17,84,5,3,1,72,63,127,104,209,50
31037,0,0,0,69,550,53,31,63,66,170,351,129,85,29,28,29,8,0,0,0,98,74,169,128,475,28
31039,0,0,0,6,26,5,22,27,77,162,282,214,139,37,40,18,18,0,0,0,64,35,232,60,261,41
31041,0,0,0,23,13,5,4,35,18,159,233,153,134,60,16,9,60,1,0,0,242,101,264,132,240,54
31043,0,0,0,704,965,112,121,129,248,382,590,377,197,70,131,92,43,17,21,107,119,335,212,193,1229,100
31045,0,0,0,0,3,2,6,69,54,136,199,81,84,71,31,18,24,7,5,0,171,124,60,27,140,10
31047,0,0,1,457,381,21,85,88,85,259,580,482,221,96,66,37,13,5,21,118,434,353,315,220,648,54
31049,0,0,0,0,0,0,2,5,1,11,28,28,19,6,8,3,15,1,0,0,24,60,31,26,43,6
31051,0,0,0,7,22,23,8,7,35,77,237,86,47,26,36,11,91,2,2,0,26,70,81,40,193,37
31053,0,0,3,63,399,222,71,161,315,529,1133,854,618,249,152,131,45,17,41,0,519,364,823,652,1905,223
31055,0,13,100,557,3644,2921,3020,3241,2942,6952,17246,12329,7208,2614,2877,3998,1119,431,1285,4649,5186,3764,6212,9626,34486,2995
31057,0,0,0,0,0,0,3,8,4,17,36,39,53,23,3,2,8,0,3,0,40,15,21,16,52,6
