FIPS,POPN,DATE_RANGE_START,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110
2198,6147,1/1/2020,2976,2328,2248,1753,2049,2626,3173,3268,2855,2432,2275,1731,1895,1969,2487,2589,2632,2413,3055,2635,2219,1960
2220,8405,1/1/2020,12159,11956,10528,6863,7245,9755,12273,11699,9865,9303,8282,8606,8718,7305,9036,9925,10092,11364,12553,11643,9878,8090
2230,1179,1/1/2020,1896,1975,1426,938,1113,1454,1767,1664,1554,1210,753,914,908,917,963,1511,1470,1170,2368,4128,3261,1357
2240,6957,1/1/2020,4114,3479,5483,2391,2932,3291,3742,3824,3647,2960,2427,2465,2503,2652,3181,3241,3224,3881,4171,3961,3893,3461
2261,,1/1/2020,9613,7675,6434,5029,9122,13766,17247,15776,11014,6865,4783,5363,5716,5609,6589,7311,10619,16355,19781,16666,11081,6904
2270,,1/1/2020,1310,894,1035,841,1000,847,912,914,1012,1142,713,713,539,430,665,811,708,583,678,839,609,699
2275,2510,1/1/2020,2292,1576,1323,892,1159,1384,1473,1374,1150,1176,729,941,906,592,905,968,1068,1359,1570,952,914,590
2282,637,1/1/2020,269,347,51,137,96,163,359,275,332,141,105,61,114,98,205,172,238,137,309,392,448,218
2290,5077,1/1/2020,1168,1331,745,407,441,479,518,668,585,595,522,331,338,454,637,529,656,742,835,689,714,506
4001,71875,1/1/2020,121396,99726,89993,68738,99209,115535,120765,110524,109437,106217,80482,89614,80692,79428,95418,98757,118073,126333,134732,118034,122191,118423
4003,127450,1/1/2020,357694,291280,246483,156351,200725,217579,209073,221168,230294,253644,207165,217477,210771,207463,263420,254944,265470,249714,267356,276143,280927,296064
4005,142481,1/1/2020,708729,622496,495171,229840,377948,514097,548156,581436,551271,568225,421070,415818,425168,405268,596244,574637,579516,662539,651436,638950,651533,667337
4007,54303,1/1/2020,123977,103034,93892,72604,105584,104424,114778,111333,107767,111543,86600,86975,82663,86523,109487,114779,130830,123355,126012,129487,130866,133484
4009,39211,1/1/2020,109126,90579,80185,56973,67398,70485,67872,74048,79124,86415,70716,75026,76944,76505,94944,90281,92558,87109,88844,102056,105161,111066
4011,9341,1/1/2020,11541,10469,8721,5975,6573,6322,6704,6600,6843,7520,6573,6082,6903,7215,8218,8264,9265,8766,9056,10143,9314,10075
4012,21480,1/1/2020,137047,85362,75187,46291,56665,56018,53091,50215,53166,61588,57363,60352,70509,60356,72567,63746,64008,64472,71876,60541,59977,69265
4013,4579081,1/1/2020,21046716,18641711,14482390,8104604,10400587,11542918,11088095,12037376,12156252,13844796,12999434,13518386,12850358,12828625,15538511,15136213,15171713,13467251,13842608,15385408,15405480,16218552
4015,217206,1/1/2020,722065,614805,535886,379192,509108,561036,517112,510422,536122,584252,498971,511587,517967,514321,651995,658764,649198,611794,652106,615839,616759,650341
4017,112112,1/1/2020,220246,177723,164987,119899,172748,200748,209128,200067,198667,195685,148753,160570,148092,146238,184933,188202,219276,235730,251783,216165,219664,216521
4019,1061175,1/1/2020,3654883,3180574,2482953,1415846,1752503,1935417,1923784,2107006,2045386,2235847,2037337,2085779,2001955,1946200,2428573,2475098,2506733,2269795,2390362,2778602,2771247,2906722
4021,480828,1/1/2020,1871003,1673210,1305514,827212,1036319,1087512,1038544,1102851,1129076,1301541,1180463,1248331,1193371,1213858,1461521,1449412,1431092,1211525,1323266,1467090,1439858,1551834
4023,46808,1/1/2020,103840,90458,72816,46378,59445,55443,48900,50757,49480,57774,52523,56635,54608,57552,73011,73175,78595,71743,71344,87738,90939,91759
4025,240226,1/1/2020,886396,761520,615975,391556,571106,694331,693691,701181,697904,765982,626031,628056,572932,594014,810942,807416,820504,804375,810136,782190,788099,826770
4027,217824,1/1/2020,544603,456027,381663,216081,251757,259797,257024,266107,287873,332282,298507,309067,310517,310386,390173,364706,356819,328198,346133,380007,376988,422129
5001,17383,1/1/2020,96063,82648,75756,58210,67602,69372,68942,73649,78745,85566,74889,84025,80928,67005,100349,107215,105243,89049,86466,96328,98873,104351
5003,19339,1/1/2020,98830,90162,82627,66521,80858,83816,84555,86015,85366,87495,78119,86526,81570,73320,112538,116771,120789,111268,110558,113241,111000,120954
5005,42242,1/1/2020,146723,135567,120744,88317,124020,142005,154145,148731,140887,148903,129060,140078,136014,119601,175451,176967,195615,187134,196678,186779,185907,195478
5007,288774,1/1/2020,1900323,1793451,1387958,870107,1209113,1316138,1356971,1475604,1449655,1548452,1338269,1431006,1386236,1201655,1733443,1738878,1795253,1654697,1664908,1764733,1777588,1883209
5009,37625,1/1/2020,184268,171647,141926,100260,133556,154671,162149,164282,167558,183859,151694,159452,161553,139275,216812,214126,222078,202616,206925,219744,223175,236760
5011,10639,1/1/2020,27676,25971,22878,15392,19535,21530,21118,23349,25037,27903,24670,22654,22979,20256,30811,32332,33626,33202,30829,34681,35217,37278
5013,5113,1/1/2020,116856,109359,87240,63004,76888,82424,83436,94691,99941,107315,87647,84932,94013,85761,125739,126220,120246,106835,108215,129254,131295,134383
5015,28276,1/1/2020,114113,113078,97241,62131,89181,111228,121798,123147,130343,137427,103319,97994,94793,82300,140003,136622,148029,145550,160381,142134,159405,170066
5017,9924,1/1/2020,25317,22536,22256,19673,23128,24196,25493,25743,23941,23073,21046,21609,21668,18846,29853,28493,33076,33576,35829,32258,30486,33336
5019,22103,1/1/2020,152532,153670,110701,67447,86321,94765,101257,143000,147922,142452,114767,90078,119703,109859,154731,153441,137107,128006,135043,171739,179058,180598
5021,14375,1/1/2020,48678,44934,39506,32187,37521,39395,39857,44753,48898,53071,44928,44711,48492,41701,60989,64187,66304,57488,57734,61387,62576,68213
5023,24935,1/1/2020,427286,394029,324485,241403,324360,360784,378713,399264,408644,425077,367424,380711,388509,321305,488156,495138,506056,471684,480652,496059,500690,524624
5025,7957,1/1/2020,187327,175088,145881,113198,133247,140222,142552,147331,147858,158952,141811,150079,148816,127636,191173,192421,193623,183007,177041,199861,199252,212555
5027,23331,1/1/2020,127563,132400,103766,66617,80634,84349,89385,122623,114059,116903,96818,90312,113066,96384,135141,132232,116954,102977,109113,151935,156784,159212
5029,21037,1/1/2020,151123,141877,123241,85143,107104,115067,121003,127596,139742,151412,122265,126374,128796,118989,181597,174069,180748,159216,163777,177305,182985,193385
5031,112245,1/1/2020,1030707,1002451,793338,538063,695201,761798,798069,893205,925007,982860,866128,933121,951808,794783,1159014,1171733,1127431,1037247,1065404,1244150,1260120,1322988
5033,63409,1/1/2020,235702,220149,192745,141587,173766,187710,194994,204524,218315,233632,201027,204726,209482,189171,262720,264837,273175,237660,236457,263249,270610,291251
5035,47616,1/1/2020,229216,210389,187963,126753,159614,182379,180619,189986,190771,197351,171877,182904,182059,153909,232017,233456,233108,219441,229541,239793,227570,249386
5037,16142,1/1/2020,88343,80484,76398,60964,71336,77396,78270,83032,85522,94421,79711,81883,82825,71335,110796,116230,113486,102618,100245,113546,108518,118103
5039,6802,1/1/2020,125389,121676,99045,71287,90490,98642,104237,120904,119426,121481,102537,92195,105103,97367,141066,142115,137820,131626,138257,153003,151844,159454
5041,11110,1/1/2020,57437,52823,49176,38707,47737,50042,51120,51004,50204,51270,43586,45159,46230,39841,60476,60524,64395,60155,61164,61293,58332,61488
5043,17977,1/1/2020,127408,120272,98703,73916,88811,93378,97761,109383,115318,121783,103218,99994,105483,92763,142534,148346,143216,131017,129397,150266,147752,158678
5045,126919,1/1/2020,1380356,1308706,1035563,671206,917788,985206,1031653,1149760,1143919,1220650,1063421,1143478,1131953,947812,1417688,1422578,1431898,1262203,1260174,1438808,1450291,1512286
5047,17897,1/1/2020,93912,85607,81008,58961,70690,77778,81519,85420,90868,95814,82665,82673,85742,78149,112422,117749,112818,106469,102793,118667,120012,128537
5049,12381,1/1/2020,55501,49401,45345,36374,49330,56759,60697,58318,60879,60519,50060,51509,53149,46108,71766,72904,82935,75799,83535,81756,84629,88364
5051,99789,1/1/2020,833050,823677,653094,432064,602494,720697,761178,735818,724690,776827,643484,677713,659318,556312,911805,873349,918278,904362,938005,872384,849551,913526
5053,18449,1/1/2020,504415,472449,396115,310580,367617,391397,401086,409208,416280,449201,386441,414238,410942,352985,533580,534542,537218,478408,470723,522158,526721,557351
5055,45597,1/1/2020,837367,811609,633483,420633,553856,610047,643172,718640,736637,788051,697999,761946,767911,639830,931859,940698,912716,837170,858534,969562,951503,1014062
5057,21253,1/1/2020,171765,156178,144352,109623,133336,145538,148494,158091,162974,175204,149126,159878,156271,136144,201991,202227,203573,187508,196992,215084,212117,224772
5059,33787,1/1/2020,903597,899354,709995,469725,651983,770924,815536,806994,793161,843503,700182,723851,722193,616523,996439,954522,992368,975106,1016438,969784,946578,1014895
5061,13109,1/1/2020,51602,45377,41657,32591,40667,44146,46422,47787,49662,52378,45143,46715,46818,41863,59828,61418,63130,56228,57619,61095,61448,63686
5063,37757,1/1/2020,265857,249208,209358,153415,197350,209853,221032,227572,253851,269247,237250,260822,257119,225205,336485,334663,338456,312535,308798,334169,336321,355674
5065,13613,1/1/2020,66511,62561,55475,44512,58154,66969,72004,71096,71575,74444,61256,61681,62509,54507,86169,87718,99654,92316,96558,96352,96046,100018
