FIPS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
01001,-0.005871629,0.000373503,0.000373804,0.000338208,0.000378676,0.000299962,0.000262304,0.000217026,0.000203239,0.000227323,0.000283412,0.000311603,0.000220184,0.000258916,0.000224485,0.00022627,0.000208837,0.000191912,0.000196136,0.000163924,0.000154414,0.000190922,,,,
01003,-0.005843561,0.000198142,0.000227587,0.000157682,0.000435187,0.000476385,0.000479772,0.000203442,4.78E-05,5.02E-05,7.83E-05,7.62E-05,4.11E-05,5.71E-05,0.000183984,0.000140356,0.000184223,0.000283609,0.000366303,7.18E-05,2.49E-05,3.80E-05,,,,
01005,-0.005879258,0.000216569,0.000202149,0.000183034,-0.000171338,-0.000175488,-0.000176173,-0.000183357,-0.000179767,-0.000170178,-0.000164021,-0.000166002,-0.000173859,-0.000149209,-0.000164697,-0.000142984,-0.000157525,-0.000161927,-0.000167055,-0.000185256,-0.000170643,-0.000172556,,,,
01007,-0.005878187,0.000371068,0.000371594,0.000369197,0.000295933,0.00022731,0.00017589,0.000202791,0.0002406,0.000239609,0.000248632,0.000177252,0.000212271,0.000280188,0.000216238,0.000255981,0.000184906,0.000120002,8.91E-05,0.0001925,0.000232096,0.000254422,,,,
01009,-0.00592389,0.000583035,0.000617634,0.000691102,0.000662703,0.000550155,0.000509465,0.000461706,0.000461916,0.000482762,0.000507517,0.000487259,0.000485088,0.000540726,0.000482901,0.000527513,0.000490313,0.000413176,0.000402357,0.000411368,0.000423865,0.000443884,,,,
01011,-0.006575685,0.003235859,0.002482079,0.002315171,0.002589061,0.002465144,0.002469608,0.003332043,0.002906678,0.003116351,0.003175439,0.002706155,0.003465283,0.003641975,0.003143603,0.003320142,0.002603616,0.002590445,0.002460237,0.003293811,0.003162427,0.003120316,,,,
01013,-0.005874785,0.000212264,0.00019079,0.000162398,0.000142105,0.000134429,-0.000124015,-0.000145924,-0.00013304,-0.000104285,-7.32E-05,-6.50E-05,-8.50E-05,-5.93E-05,-3.97E-05,1.13E-05,-2.42E-05,-1.67E-05,8.05E-06,-4.81E-05,-4.97E-05,-2.70E-05,,,,
01015,-0.005839645,0.000196638,0.000168001,0.000137695,0.000137725,9.17E-05,7.81E-05,5.85E-05,4.96E-05,4.11E-05,7.63E-05,8.02E-05,6.28E-05,8.82E-05,5.32E-05,6.49E-05,3.33E-05,-1.11E-05,5.43E-06,2.71E-05,1.72E-05,4.01E-05,,,,
01017,-0.005973316,0.000780863,0.000751175,0.000732059,0.000767947,0.000673406,0.000629355,0.00063789,0.000591482,0.00061544,0.000716327,0.00075369,0.000695133,0.000750773,0.000655895,0.000681283,0.000585596,0.000560011,0.00055683,0.000601386,0.000584677,0.000593115,,,,
01019,-0.00600273,0.000888857,0.000938569,0.000954448,0.001031351,0.000899626,0.000815604,0.000781051,0.000789284,0.000820825,0.000885012,0.000925388,0.000868757,0.00093537,0.000873356,0.000900442,0.000861691,0.000799688,0.000789228,0.000784747,0.000743007,0.000795893,,,,
