FIPS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
01001,-0.116783834,-3.49E-06,-0.015250292,0.000220998,0.000879107,0.001327577,0.000851869,0.000744146,0.000570807,0.000331225,0.000281692,0.000572469,0.000733414,0.000727906,0.000555804,0.000604746,0.000718404,0.000673638,0.00059565,0.000705814,0.00046052,0.000384895,0.000218267,0.000280071,0.000583821,0.00035067
01003,-0.116783834,-3.49E-06,-0.015248476,0.000239651,0.000139545,0.000401329,0.001056433,0.000616235,0.000438555,0.000286526,0.00021661,0.000468363,0.000549463,0.000481086,0.000323759,0.000205134,0.00050177,0.00058372,0.001657296,0.001116237,0.000384059,0.000180578,0.00013584,0.00025233,0.000487923,0.000323968
01005,-0.116783834,-3.49E-06,-0.015244851,0.0005622,0.001435119,0.001515556,0.001110812,0.000632721,0.000519104,0.000337045,0.00012225,0.000311525,0.000494811,0.000458095,0.000437316,0.000320061,0.000234497,0.000160857,0.000777375,0.00073126,0.000458569,0.000193132,0.000178849,0.000210397,0.000501304,0.000251397
01007,-0.116783834,-3.49E-06,-0.015250762,0.000624489,0.000411129,0.001012405,0.000872391,0.000844232,0.000456332,0.000477094,0.000371592,0.00065699,0.000594923,0.000443697,0.000399058,0.000253331,0.000535838,0.000430693,0.001101192,0.000853476,0.000773227,0.000284992,0.000134617,0.000271577,0.000626346,0.000378133
01009,-0.116783834,-3.49E-06,-0.015248629,0.000196006,0.000119143,0.000595141,0.000966341,0.000879033,0.000542604,0.000388518,0.000406101,0.000647469,0.000515671,0.000455683,0.000575654,0.000314793,0.000734952,0.000698932,0.000753378,0.000696995,0.000554361,0.000431888,0.000249123,0.000290832,0.000424318,0.000359639
01011,-0.116783834,-3.49E-06,-0.015257866,0.000355339,0.005409045,0.003685518,0.000722188,0.001117988,0.000543092,0.00021784,0.000125125,0.000358772,0.000633529,0.000571463,0.000365767,0.000227049,8.53E-05,0.000527364,0.000191943,0.000386983,0.00031317,9.97E-05,-3.25E-06,0.000481413,0.000491301,0.0001499
01013,-0.116783834,-3.49E-06,-0.015247097,0.000944919,0.005053987,0.002369522,0.000749031,0.000566917,0.000240152,0.000272064,0.000203719,0.000385706,0.000433958,0.000524717,0.000669546,0.000304031,0.000582115,0.000725114,0.000851471,0.000687225,0.000523183,0.000323153,0.00020204,0.000285047,0.000527839,0.000462462
01015,-0.116783834,-3.49E-06,-0.015248321,0.000262435,0.000162863,0.000241229,0.001035192,0.000963134,0.000810839,0.00057535,0.000352139,0.000615534,0.000617595,0.000765136,0.000803083,0.000203458,0.000274921,0.000446176,0.000637928,0.000708208,0.000859616,0.000291087,0.000100324,0.000229812,0.000513909,0.000423219
01017,-0.116783834,-3.49E-06,-0.015290277,0.002748237,0.000537023,0.001686416,0.000818991,0.000518067,0.000407958,0.000322905,0.000302215,0.000389823,0.00073024,0.000432603,0.000228,0.000174024,0.000639393,0.000710527,0.000726984,0.000786166,0.000586807,0.000411453,-3.25E-06,0.000373848,0.000537811,0.000237235
01019,-0.116783834,-3.49E-06,-0.015248179,0.000175281,0.000230765,0.000332027,0.000624129,0.000621466,0.000750817,0.000313273,0.000243124,0.000329469,0.000307115,0.000172515,0.000131637,0.000123224,0.000167829,0.000150469,0.000517747,0.000562683,0.000486756,0.000220968,0.000195948,0.000246084,0.00047988,0.000290243
