FIPS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
01001,0,0,1.51E-05,0.000117593,0.00040729,0.000668058,0.000983695,0.000877844,0.000733104,0.000710876,0.001298832,0.0026686,0.003181514,0.001278382,0.000548137,0.000531562,0.000390733,0.000202583,0.000476552,0.002109883,0.00174006,0.000814392
01003,0,0,1.29E-05,0.000214664,5.99E-05,0.000159251,0.000910273,0.000743511,0.000772302,0.000849641,0.001408401,0.003203953,0.003285545,0.001191021,0.000340016,0.00020681,0.00028369,0.000153421,0.001047144,0.003929883,0.001849538,0.000499412
01005,0,0,0,0.000600767,0.001459521,0.001651942,0.002790726,0.001634524,0.001452122,0.001614793,0.00136169,0.003730473,0.005037987,0.001843898,0.001000402,0.000609659,0.0002841,0.000106809,0.001414377,0.005062736,0.003746069,0.000939436
01007,0,0,1.65E-05,0.00031728,0.000215291,0.000572531,0.001164882,0.001019787,0.000552098,0.001004759,0.001802385,0.003743143,0.002612408,0.000756114,0.000398513,0.000213071,0.000302607,0.000146107,0.001057214,0.002436523,0.002584041,0.000547258
01009,0,0,7.66E-06,6.77E-05,3.95E-05,0.000217006,0.000804723,0.000739718,0.000488698,0.000596309,0.001420916,0.002438572,0.00159067,0.000569268,0.000408451,0.000190543,0.000279059,0.000155895,0.000455863,0.001481708,0.00144502,0.000654564
01011,0,0,8.70E-06,4.69E-05,0.000614424,0.000432812,0.000187144,0.000215466,0.000127847,8.48E-05,0.000112955,0.000394132,0.000459404,0.000170752,6.67E-05,3.53E-05,9.87E-06,3.32E-05,3.38E-05,0.000188396,0.000196471,3.70E-05
01013,0,0,1.20E-05,0.000872864,0.004380277,0.002111204,0.00149356,0.001241608,0.000555907,0.001026082,0.001677925,0.003331583,0.003287197,0.001607214,0.001051338,0.000401392,0.000480707,0.000318349,0.000964013,0.003115429,0.002968423,0.001031086
01015,0,0,1.40E-05,0.000201572,0.000113605,0.000177407,0.001746917,0.001556651,0.001435606,0.001740117,0.002299336,0.004177215,0.003531497,0.001781687,0.001067918,0.000235719,0.000204652,0.000193421,0.000733612,0.00273012,0.004204991,0.000805324
01017,0,0,8.46E-05,0.000912732,0.000161233,0.000541686,0.000600713,0.000361316,0.000319587,0.000431696,0.00086329,0.001136872,0.001832689,0.000444722,0.000136126,9.08E-05,0.000220278,0.000135287,0.000372033,0.001367644,0.001290717,0.000533915
01019,0,0,4.98E-06,4.80E-05,5.59E-05,8.74E-05,0.000386246,0.000380524,0.000490711,0.000349135,0.000604774,0.000838824,0.000667747,0.000153358,6.55E-05,5.37E-05,4.55E-05,2.31E-05,0.000215115,0.000833256,0.000928449,0.000238806
