FIPS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
01001,9.871689376,9.527402262,8.238810224,5.301220055,7.827767388,8.42484638,8.654786713,8.663620981,8.479080951,9.220251135,8.515842907,9.410757859,8.279864636,8.289820999,10.56047734,10.55468875,10.84889126,10.11076676,10.464939,10.30732924,10.0925639,11.11012557,,,,
01003,6.921897011,6.874292917,6.41466808,3.149149319,8.44470031,10.6807669,11.59961969,8.470327581,6.183691182,6.673112736,6.038497603,6.412797062,6.00664233,5.880939608,9.915193622,9.19466869,10.43869474,11.56989275,13.24467589,8.7484768,7.916052807,8.444778814,,,,
01005,4.497742893,4.159258205,3.76379682,2.640082964,3.566635487,3.889747448,3.978364309,3.956077921,3.89287893,4.130342836,3.524218146,3.662979381,3.527634308,3.617145878,4.553052178,4.869616495,4.867054374,4.569116272,4.600593761,4.450241978,4.668225629,4.805238115,,,,
01007,10.30321648,9.490558366,8.21123961,5.552945428,6.924512107,7.495934225,7.484730755,8.461058909,9.000722804,9.396910011,8.095726419,7.699900614,8.179391037,8.543774846,10.42907481,11.02502711,10.45008132,8.966570293,8.717022046,10.79079328,11.39853632,12.21715757,,,,
01009,13.31114912,12.69792153,11.28115551,8.168092054,10.92873063,11.62414693,12.00174502,12.14552774,12.0910693,12.89341557,11.22308609,11.64783427,11.64377408,11.65448608,14.67806977,15.32398625,15.54017865,13.63178355,13.83367024,14.49397882,14.62283384,15.52044783,,,,
01011,56.33109463,52.87890938,34.56144747,21.37089014,31.9765437,36.13011227,38.56565758,53.03598637,46.26002406,50.80192462,43.48456295,39.93023256,49.53077386,48.72534082,57.11668003,59.58460305,50.79129912,48.30793905,47.47684443,63.31686047,60.7144146,62.23095429,,,,
01013,4.801579163,4.610233798,4.269688269,3.054450369,4.190422477,4.759946678,5.011946267,4.666273585,4.703753076,5.24666735,4.766817063,5.07854799,4.741591468,4.753230107,6.632434372,7.025379409,7.146123872,6.925348646,7.392791222,6.796862182,6.71892945,7.359413454,,,,
01015,7.187822225,6.851545356,5.671346359,3.672588989,5.197587006,5.76247257,5.922683729,6.323894632,6.15113379,6.543452397,6.013721809,6.46434709,6.281266249,6.252280359,7.831610396,8.000942989,7.92363553,7.016815165,7.279961928,7.992667601,7.786038477,8.481127004,,,,
01017,16.5653735,15.69176936,12.94760383,8.500867184,12.07792484,13.20039556,13.62546782,14.65306557,13.90047163,14.8015518,13.74593032,15.04150312,14.31148638,14.16275673,17.4349612,17.75886201,17.1284345,15.9686901,16.35740149,17.7095086,17.32697398,18.12262285,,,,
01019,18.50262417,17.32627215,15.28633909,10.30794098,14.95447631,16.09386172,16.14817069,16.69084202,16.66311706,17.75568571,15.78424736,17.22883548,16.51692401,16.36742223,20.900966,21.22959611,21.73123146,19.78371492,20.15475013,20.81277097,19.98965543,21.6589336,,,,
01021,8.042975877,7.708043336,6.798612519,4.724958894,6.343559249,7.216050634,7.108025317,7.307948735,7.60932045,8.291821519,7.302610537,7.093632453,7.296911954,7.662679911,9.692208933,10.03905669,9.941842917,9.343311485,9.100051805,9.691510688,9.809131248,10.803275,,,,
01023,3.245450153,2.999033661,2.812771783,1.766145917,2.126348848,2.329119021,2.414156869,2.794169754,2.915284265,2.936946368,2.585359961,2.705105492,2.856015461,2.789338058,3.621517153,3.64575616,3.489128684,2.89925914,2.940731197,3.343211467,3.423337091,3.633837977,,,,
01025,5.117212657,4.884461809,4.454123911,2.986217852,3.934695805,4.171182002,4.341462367,4.803314585,4.739470182,5.013009317,4.605555794,4.697994934,4.645184835,4.691468808,5.732600575,5.998411404,6.043579065,5.343823795,5.288952814,5.822549483,6.054742175,6.30015886,,,,
01027,11.39612569,10.64635448,9.78043014,6.841366687,8.901693106,9.053233679,9.66557352,10.133313,10.01960037,10.76456681,9.649938987,9.463468578,9.921827334,9.957214765,13.07336791,13.6916565,13.28744661,11.45225747,11.7028676,12.65428615,12.86035692,14.39673581,,,,
01029,12.20311352,11.05224828,9.764682301,6.584619496,8.330794414,9.02064542,9.38972406,10.03494354,10.39279749,10.67321441,9.72319102,9.748647023,10.0914679,10.23184339,12.63686778,12.95717245,12.83162959,11.12353845,11.47738358,12.69118728,12.69853678,13.18326986,,,,
01031,10.02932557,9.355419876,8.436821341,5.894345294,7.669603607,8.386304715,8.530603043,8.883730979,8.553109149,9.578733797,8.354762352,8.879372534,8.674563216,8.593781702,10.81245538,10.68284802,10.929288,10.08303588,10.11985722,10.3407477,10.43069698,10.96327259,,,,
