FIPS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
01001,0,0,0.000124677,0.000623386,0.003188173,0.005628284,0.00851367,0.007605308,0.006216048,0.006554457,0.011060647,0.025113545,0.026342506,0.01059756,0.005788583,0.005610473,0.004239024,0.002048268,0.004987087,0.021747262,0.017561671,0.009048001,0.004880221,0.008763024,0.066328257,0.007355953
01003,0,0,8.29E-05,0.000676009,0.000505916,0.001700925,0.010558819,0.006297784,0.004775674,0.00566975,0.008504625,0.020546302,0.019735092,0.007004322,0.003371321,0.001901547,0.002961354,0.001775068,0.013869081,0.034380493,0.014641039,0.004217422,0.003009329,0.007880953,0.055554829,0.006777532
01005,0,0,0,0.001586075,0.00520558,0.006425637,0.011102526,0.006466306,0.005652934,0.006669649,0.004798894,0.013664647,0.017772175,0.006669649,0.004554882,0.002968807,0.001382732,0.000488023,0.006506975,0.0225304,0.017487494,0.004514214,0.003985522,0.006547643,0.057058034,0.00520558
01007,0,0,0.000135526,0.001761836,0.001490784,0.004291652,0.008718829,0.008628478,0.004969281,0.009441634,0.014591615,0.028821829,0.021367907,0.006460065,0.004156126,0.002349115,0.00316227,0.001310083,0.009215757,0.026292013,0.029454283,0.006685941,0.002981568,0.008492953,0.071105891,0.007950849
01009,0,0,8.64E-05,0.000552878,0.000431936,0.002522504,0.00965808,0.00898426,0.005908879,0.007688453,0.015947062,0.028404084,0.018521398,0.006634531,0.005995266,0.002919885,0.004336633,0.002125123,0.00630626,0.021475838,0.021130289,0.010159125,0.005580608,0.009105202,0.048376786,0.007550234
01011,0,0,0.000300722,0.001002406,0.019647153,0.01563753,0.007217322,0.011427426,0.005914194,0.004310345,0.004911788,0.015737771,0.022754611,0.008319968,0.003809142,0.002105052,0.000501203,0.001603849,0.001603849,0.011928629,0.011928629,0.002305533,0,0.015136327,0.055934242,0.003007217
01013,0,0,5.13E-05,0.00266612,0.018355209,0.010049221,0.007485644,0.005793683,0.002614848,0.005383511,0.007998359,0.016919606,0.015586546,0.007639459,0.006972929,0.002819934,0.003435193,0.002204676,0.007126743,0.021175144,0.019944627,0.007588187,0.004511895,0.008921247,0.060038966,0.009741591
01015,0,0,7.93E-05,0.00074029,0.00059047,0.001022306,0.010346438,0.009844098,0.008830606,0.01138637,0.013827565,0.02700297,0.02218227,0.011139606,0.008363518,0.001885978,0.001621588,0.001357199,0.005340666,0.021820938,0.03274022,0.006830059,0.002203245,0.007164953,0.058474121,0.008927548
01017,0,0,0.00109539,0.007759014,0.00194736,0.007150464,0.008184999,0.005294386,0.004442416,0.006389776,0.011866728,0.017100259,0.026228511,0.006298494,0.002373346,0.001612658,0.003773011,0.002160353,0.006085501,0.024220295,0.022364217,0.009675947,0,0.011745017,0.061159288,0.004898829
01019,0,0,7.61E-05,0.000494409,0.000836693,0.001407165,0.006237164,0.006351259,0.00817677,0.006199133,0.009545904,0.014451966,0.011029132,0.002510078,0.001369134,0.001140945,0.000988819,0.000456378,0.00433559,0.017342359,0.018559367,0.005172283,0.004373621,0.007682361,0.054651251,0.006047007
