STATENM,state,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
AL,1,-1.64E-10,-0.007002244,0.00406912,0.003294756,0.005578599,0.010783635,0.026162897,0.024126895,0.017238293,0.014616561,0.008930913,0.009850159,0.017376591,0.022360727,0.011343147,0.008644487,0.008480459,0.013959461,0.011174217,0.01334818,0.017357498,0.010360822
AK,2,-1.64E-10,-0.007002244,0.016622414,0.001854526,-0.000753602,0.004471547,0.012661648,0.018701483,0.029260963,0.031255544,0.023234185,0.025375838,0.01197405,0.011135533,0.015378822,0.032537499,0.027071521,0.015835783,0.021246292,0.051775797,0.063187826,0.079432718
AZ,4,-1.64E-10,-0.007002244,0.01016107,0.007078722,0.017454997,0.048756856,0.17476128,0.110168907,0.057248653,0.020347951,0.018277371,0.034158866,0.064080932,0.061840757,0.038052526,0.01579658,0.017277776,0.045195865,0.045176789,0.023633789,0.021731993,0.019705761
AR,5,-1.64E-10,-0.007002244,0.004297471,0.00099629,0.002305752,0.009018868,0.014548899,0.025892268,0.048017342,0.03334906,0.016333965,0.017334871,0.012822244,0.00913272,0.012481727,-0.006087901,-0.006569846,0.011587455,0.026983168,0.036689264,0.011383681,0.010442951
CA,6,-1.64E-10,-0.007002244,0.016923622,0.010948255,0.016707681,0.028391884,0.058898744,0.070192271,0.062344234,0.026960835,0.010396335,0.025398174,0.058700724,0.064474156,0.079794914,0.032686592,0.022041953,0.023083718,0.022061892,0.014187534,0.011520649,0.010323015
CO,8,-1.64E-10,-0.007002244,0.026186508,0.017117229,0.01881581,0.01381562,0.009235313,0.006730991,0.008758669,0.014363391,0.020342701,0.0250615,0.007514219,0.007197885,-0.005360778,0.011436258,0.014726114,0.021470112,0.012453301,-0.011220956,-0.010914382,0.010527104
CT,9,-1.64E-10,-0.007002244,0.071974358,0.147679182,0.135568683,0.061339242,0.020743435,0.006019979,0.009359932,0.016921485,0.030696657,0.04059252,0.039930984,0.034456237,0.026740367,0.030220073,0.021305046,0.013570956,-0.008690109,-0.011102758,0.011392937,-0.010988593
DE,10,-1.64E-10,-0.007002244,0.034741347,0.029594922,0.056235748,0.064658063,0.041197431,0.010710893,0.020835765,0.036468052,0.014855489,0.019366441,0.016639568,0.068314678,0.048132987,0.027213313,0.015855723,0.030939745,0.152283935,0.012974537,0.011231738,0.017456693
,11,-1.64E-10,-0.007002244,0.036538717,0.080830613,0.118682474,0.088511779,0.038855679,0.025248257,0.025763676,0.018183811,0.014737103,0.025061273,0.0214832,0.038336394,0.02993836,0.035647398,0.031295963,0.015818415,0.011746983,-0.010847696,-0.01067408,-0.011238936
FL,12,-1.64E-10,-0.007002244,0.00879272,0.007580018,0.00880834,0.015731327,0.062972938,0.081670412,0.066871293,0.036260053,0.012491011,0.010305582,0.012171613,0.019854347,0.019953436,0.016755102,0.021466233,0.029772133,0.03314935,0.080098547,0.116389375,0.030680674
GA,13,-1.64E-10,-0.007002244,0.016052344,0.00685174,0.007350466,0.013052677,0.019351719,0.037600643,0.032221602,0.015797324,0.010249509,0.00541917,0.008739244,0.015741204,0.015530529,0.013305625,0.010347872,0.016920724,-0.009961469,0.012159495,0.011994262,0.010134305
HI,15,-1.64E-10,-0.007002244,0.002372075,0.001801622,-0.000435106,-0.000542785,0.002679334,0.020293192,0.039777727,0.03158858,0.003309661,-0.003357134,0.005961023,-0.004339222,-0.005300735,-0.005944449,-0.006333096,0.011301455,0.010462614,0.011679866,0.01636496,0.010251147
ID,16,-1.64E-10,-0.007002244,0.015044442,0.004373525,0.002228685,0.002254771,0.025323382,0.043336869,0.030358217,0.034901486,0.034280195,0.027383341,0.011121696,0.010377354,0.01350558,0.01379766,0.009661487,0.024061578,0.013379633,0.025009824,0.042333562,0.05288273
IL,17,-1.64E-10,-0.007002244,0.020075576,0.025802315,0.044106072,0.047799566,0.018178242,0.016908627,0.024703564,0.029237336,0.045633027,0.034963508,0.017821211,0.014243534,0.013605812,0.014195605,0.024660632,0.021998823,0.011593831,0.0118374,-0.011108575,-0.010888768
IN,18,-1.64E-10,-0.007002244,0.017931814,0.016840624,0.018773941,0.019102301,0.01443664,0.013798646,0.016343455,0.025081934,0.02435586,0.022874363,0.011157433,0.033340278,0.010280096,0.008839321,0.010283376,0.015855052,0.010967336,0.012072376,0.011335959,0.010494302
IA,19,-1.64E-10,-0.007002244,0.004560936,0.004659806,0.014445787,0.014027005,0.014470308,0.021643166,0.023581103,0.025835279,0.02604446,0.027760003,0.013587009,0.013925724,0.011846096,0.011430578,-0.008095586,0.013036389,-0.009312365,-0.010182146,-0.010867509,-0.010789372
KS,20,-1.64E-10,-0.007002244,0.006981946,0.004244532,0.003535851,0.005719259,0.008688783,0.009343744,0.026146886,0.03026455,0.021644536,0.025287325,0.01690542,0.02731047,0.011116243,0.088804749,0.008426774,0.013590064,0.013642693,0.013340774,0.011313165,-0.010748917
KY,21,-1.64E-10,-0.007002244,0.006545575,0.003797971,0.004747847,0.00714779,0.009337504,0.011417536,0.015366718,0.015797547,0.011131669,0.010580355,0.007616426,0.013189974,0.036211815,0.014776942,0.012767461,0.029533828,-0.010369477,0.012376736,0.011383934,0.010318945
LA,22,-1.64E-10,-0.007002244,0.091211349,0.035320905,0.021529807,0.022393293,0.04915719,0.065705038,0.040180328,0.02089054,0.016232537,0.012626013,0.01192474,0.013064107,0.014252563,0.009522083,0.009681878,0.015471646,0.024179148,0.06532715,0.026367751,-0.010767891
ME,23,-1.64E-10,-0.007002244,0.018510504,0.010326736,0.009603826,0.008255035,0.009400728,0.004365039,0.006137522,0.003854875,0.011413559,0.019383769,0.027313517,0.018910544,0.012172656,0.015425602,0.017246264,0.027189178,0.034599551,0.011429047,0.011292509,0.015806226
MD,24,-1.64E-10,-0.007002244,0.009331437,0.035226257,0.054846675,0.05190432,0.028463717,0.023499745,0.021038499,0.016025729,0.0180897,0.024812498,0.021062039,0.021748766,0.020574812,0.032600401,0.095006581,0.02246255,0.011684747,0.011921889,0.011201671,0.010495046
MA,25,-1.64E-10,-0.007002244,0.051328353,0.139648783,0.158081593,0.116636443,0.060545028,0.046697318,0.047448534,0.048984178,0.034163362,0.041864761,0.051314722,0.057744986,0.077119929,0.036323213,0.024339347,0.019850935,0.012850248,0.011886261,0.011175436,-0.010644386
MI,26,-1.64E-10,-0.007002244,0.074365966,0.068580983,0.035943502,0.02666062,0.010994857,0.012776378,0.016411568,0.022495241,0.037137861,0.037049669,0.02067277,0.013266354,0.014199089,0.063202758,0.078063637,0.05202327,0.011975618,0.011528282,-0.011091385,0.010038282
MN,27,-1.64E-10,-0.007002244,0.005674006,0.008347749,0.022485987,0.026128909,0.011552304,0.015516233,0.018257142,0.025704741,0.037140145,0.030211405,0.009902679,0.006957635,0.014138024,0.014668044,0.015164366,0.017336169,-0.010096384,-0.010700657,-0.010891816,-0.010614996
MS,28,-1.64E-10,-0.007002244,0.008788845,0.005047364,0.011803604,0.018346646,0.040469974,0.050723721,0.034650523,0.018481713,0.01077257,0.012090825,0.01060547,0.011167474,0.009742932,-0.00695054,-0.006831829,0.011945973,0.01167311,0.033480215,0.012560614,-0.010987523
MO,29,-1.64E-10,-0.007002244,0.004553241,0.004692002,0.007630709,0.00891039,0.011234922,0.013092183,0.025473173,0.032073979,0.014514819,0.015919848,0.007253565,0.014787324,0.011646512,-0.007720688,0.013348176,0.015805861,0.023604958,0.021987449,-0.011114507,-0.011083625
MT,30,-1.64E-10,-0.007002244,0.015940328,0.00174089,-0.000435143,0.002077053,0.016526902,0.019116295,0.039582565,0.084272277,0.070439166,0.029705532,0.022905127,0.017422137,0.01863071,0.053149957,0.0153935,0.041192129,0.026858308,0.026914824,0.025769026,0.05523898
NE,31,-1.64E-10,-0.007002244,0.004087131,0.002848876,0.006578039,0.012272959,0.008421414,0.008550629,0.014582847,0.018905016,0.022065221,0.018324441,0.005786166,0.007575915,-0.006720545,0.008460875,0.014899051,-0.009529215,-0.009556638,-0.009967315,-0.011052905,-0.011162476
NV,32,-1.64E-10,-0.007002244,0.021449225,0.012455081,0.013223362,0.011051731,0.047267718,0.069391799,0.04901066,0.020821969,0.020144646,0.03026026,0.031078631,0.027627587,0.018881487,0.017189317,0.012619609,0.017381076,0.053833532,0.059343718,0.0205014,0.009993936
NH,33,-1.64E-10,-0.007002244,0.007832447,0.010583092,0.03135485,0.044391968,0.017344913,0.006125536,0.003754416,0.015291964,0.006816918,0.020322296,0.021838701,0.01384448,0.014703475,0.017498919,0.016722954,0.013685794,0.010561687,-0.010943062,-0.010910058,-0.010767568
NJ,34,-1.64E-10,-0.007002244,0.08480289,0.158543881,0.118485328,0.164306221,0.043638173,0.00727314,0.011861412,0.011423546,0.014296537,0.024758892,0.026407981,0.033670074,0.043657149,0.046379084,0.034683248,0.019449525,0.011897356,0.011571358,-0.011010099,-0.010873848
